"barcode","ptype","circ"
"21743004822268","3","3"
"21743005001300","0","3"
"21743005087671","2","3"
"21743005096730","0","3"
"21743004946877","2","3"
"21743004911582","0","3"
"21743004884797","0","3"
"21743004913596","0","3"
"21743004679536","2","3"
"21743005537840","0","3"
"21743004876306","2","3"
"21743004972865","1","3"
"21743004052874","0","3"
"21743004850418","2","3"
"21743004806394","0","3"
"21743004804548","0","3"
"21743004816294","0","3"
"21743005665492","0","3"
"21743004090908","1","3"
"21743004815247","0","3"
"21743003246758","2","3"
"21743003462223","2","3"
"21743003220605","0","3"
"21743005033253","10","3"
"21743003539178","0","3"
"21743005602560","2","3"
"21743004610812","0","3"
"21743004031761","0","3"
"21743005226907","2","3"
"21743005695135","6","3"
"21743003353547","6","3"
"21743004532776","0","3"
"21743004046140","0","3"
"21743004539458","2","3"
"21743005157904","4","3"
"21743003784717","0","3"
"21743003627130","2","3"
"21743004653408","6","3"
"21743003794740","0","3"
"21743003708682","4","3"
"21743004011219","2","3"
"21743003998721","0","3"
"21743002091205","0","3"
"21743002421808","6","3"
"21743003998317","0","3"
"21743002878254","0","3"
"21743004706891","2","3"
"21743005484936","0","3"
"21743002945103","0","3"
"21743005437074","0","3"
"21743004993614","0","3"
"21743002684603","0","3"
"21743004698361","2","3"
"21743003038122","6","3"
"21743004838033","0","3"
"21743005184155","4","3"
"21743003197613","6","3"
"21743005458062","0","3"
"21743005660436","0","3"
"21743005482476","1","3"
"21743005608443","2","3"
"21743005490883","2","3"
"21743005703160","7","3"
"21743005384326","12","3"
"21743005729801","0","3"
"21743005354634","10","3"
"21743005699541","1","3"
"21743005327945","0","3"
"21743005699368","1","3"
"21743005597042","2","3"
"21743005727227","2","3"
"21743005554902","0","3"
"21743005377783","0","3"
"21743005319306","1","3"
"21743005487459","1","3"
"21743005288857","19","3"
"21743005479381","0","3"
"21743005535919","3","3"
"21743005556220","3","3"
"21743005485537","19","3"
"21743005473954","9","3"
"21743005570056","6","3"
"21743005276027","0","3"
"21743005521935","0","3"
"21743005493754","2","3"
"21743005274592","0","3"
"21743005374293","0","3"
"21743005454277","1","3"
"21743005314919","6","3"
"21743005167077","0","3"
"21743005166723","0","3"
"21743005251244","2","3"
"21743004641965","0","3"
"21743004866786","8","3"
"21743005090295","2","3"
"21743005526025","1","3"
"21743005160858","2","3"
"21743005162078","2","3"
"21743005093315","2","3"
"21743005111190","3","3"
"21743004955548","2","3"
"21743005182373","1","3"
"21743005016043","0","3"
"21743004943239","6","3"
"21743004983623","4","3"
"21743005010343","8","3"
"21743005108071","0","3"
"21743005219910","0","3"
"21743005296041","0","3"
"21743005031430","10","3"
"21743005250469","2","3"
"21743004949160","0","3"
"21743005322532","0","3"
"21743005361969","2","3"
"21743005323126","1","3"
"21743005177738","3","3"
"21743005360052","2","3"
"21743005084058","4","3"
"21743005142112","0","3"
"21743005211172","12","3"
"21743005033444","1","3"
"21743005199054","0","3"
"21743005205521","0","3"
"21743005087465","1","3"
"21743005302534","1","3"
"21743005213269","0","3"
"21743005435417","0","3"
"21743005341029","0","3"
"21743005467949","2","3"
"21743005105275","2","3"
"21743005262878","0","3"
"21743005470117","2","3"
"21743005285606","8","3"
"21743005447776","2","3"
"21743005363452","0","3"
"21743005057369","0","3"
"21743005322318","3","3"
"21743005577168","0","3"
"21743004911459","0","3"
"21743005319959","2","3"
"21743005375845","0","3"
"21743005466685","0","3"
"21743005087903","3","3"
"21743005031539","0","3"
"21743005356811","4","3"
"21743005141551","0","3"
"21743005492749","0","3"
"21743005119730","1","3"
"21743004697827","0","3"
"21743005463872","2","3"
"21743005590823","10","3"
"21743005571625","6","3"
"21743005269881","0","3"
"21743005558341","0","3"
"21743005042346","0","3"
"21743004059853","0","3"
"21743003956802","2","3"
"21743005467055","0","3"
"21743005273503","0","3"
"21743005492723","0","3"
"21743004766580","0","3"
"21743005378179","0","3"
"21743005276894","0","3"
"21743005076294","0","3"
"21743005558713","0","3"
"21743005589304","2","3"
"21743005276795","0","3"
"21743005465620","4","3"
"21743005455654","0","3"
"21743004645479","9","3"
"21743005285481","0","3"
"21743004774576","0","3"
"21743005269410","0","3"
"21743005059605","2","3"
"21743004813424","1","3"
"21743005314547","6","3"
"21743005664636","0","3"
"21743005524616","0","3"
"21743005520366","2","3"
"21743003647013","6","3"
"21743005556659","0","3"
"21743005290754","0","3"
"21743003356441","2","3"
"21743005493382","3","3"
"21743005539812","4","3"
"21743005359617","2","3"
"21743005664560","0","3"
"21743005608120","2","3"
"21743005592969","2","3"
"21743005108303","0","3"
"21743001498674","0","3"
"21743005471107","0","3"
"21743005664438","0","3"
"21743005381025","0","3"
"21743005528583","10","3"
"21743005002530","0","3"
"21743005665088","8","3"
"21743005350798","0","3"
"21743005690938","2","3"
"21743004042859","0","3"
"21743005706825","0","3"
"21743000995084","0","3"
"21743003313053","0","3"
"21743003960457","0","3"
"21743004034971","0","3"
"21743005386073","0","3"
"21743005562616","0","3"
"21743005389754","0","3"
"21743005726120","0","3"
"21743005478953","0","3"
"21743003316965","0","3"
"21743004800942","0","3"
"21743004826681","6","3"
"21743004841565","0","3"
"21743001473552","4","3"
"21743004642617","2","3"
"21743004088431","0","3"
"21743003350261","2","3"
"21743004574760","0","3"
"21743004571717","8","3"
"21743004829198","0","3"
"21743004823118","0","3"
"21743003468428","0","3"
"21743004913752","0","3"
"21743004094181","2","3"
"21743004823308","0","3"
"21743003869872","2","3"
"21743005037510","0","3"
"21743002377679","2","3"
"21743001889989","0","3"
"21743003781085","18","3"
"21743004732202","2","3"
"21743004796165","0","3"
"21743002998631","0","3"
"21743004032181","0","3"
"21743004012043","8","3"
"21743004923090","0","3"
"21743004791869","6","3"
"21743003740859","6","3"
"21743003472057","2","3"
"21743000885566","4","3"
"21743003979192","4","3"
"21743004031530","4","3"
"21743004544094","0","3"
"21743004551222","2","3"
"21743004087292","2","3"
"21743004031860","0","3"
"21743004038808","2","3"
"21743001447762","0","3"
"21743002945103","0","3"
"21743004087425","0","3"
"21743001817642","13","3"
"21743004003828","14","3"
"21743004032934","0","3"
"21743001045905","0","3"
"21743004010047","2","3"
"21743004031548","0","3"
"21743004562765","2","3"
"21743003639622","2","3"
"21743004008579","4","3"
"21743003998606","0","3"
"21743003994225","0","3"
"21743002307312","0","3"
"21743003999059","0","3"
"21743003550456","6","3"
"21743002169225","0","3"
"21743001492024","0","3"
"21743003979721","0","3"
"21743003109733","0","3"
"21743003633468","0","3"
"21743001830769","6","3"
"21743003722147","0","3"
"21743003860368","2","3"
"21743004733309","0","3"
"21743003224128","0","3"
"21743004037909","0","3"
"21743003532785","8","3"
"21743001510783","0","3"
"21743004016887","6","3"
"21743003503117","2","3"
"21743003502077","4","3"
"21743003832946","2","3"
"21743003994670","0","3"
"21743004575072","0","3"
"21743003815776","0","3"
"21743004514030","0","3"
"21743003540424","0","3"
"21743004561395","0","3"
"21743004728622","0","3"
"21743005573126","2","3"
"21743005365622","2","3"
"21743005338256","0","3"
"21743005056122","0","3"
"21743005140082","2","3"
"21743005562046","0","3"
"21743005561964","1","3"
"21743005566484","0","3"
"21743005487244","2","3"
"21743005362579","2","3"
"21743005192976","0","3"
"21743005287941","2","3"
"21743005075825","2","3"
"21743003959889","0","3"
"21743005231758","6","3"
"21743005363411","2","3"
"21743005362389","0","3"
"21743005311055","6","3"
"21743005261490","4","3"
"21743005469036","2","3"
"21743005333273","0","3"
"21743005086129","0","3"
"21743005216155","0","3"
"21743003860780","2","3"
"21743005178553","2","3"
"21743005230446","6","3"
"21743005212196","0","3"
"21743005272083","0","3"
"21743005029996","1","3"
"21743005359872","2","3"
"21743004809802","4","3"
"21743005098785","0","3"
"21743005351275","0","3"
"21743005373022","2","3"
"21743004683850","0","3"
"21743005469838","2","3"
"21743005070669","8","3"
"21743000005678","2","3"
"21743005262522","11","3"
"21743005137526","2","3"
"21743005216569","0","3"
"21743004866323","8","3"
"21743005261417","2","3"
"21743004847950","0","3"
"21743005061411","0","3"
"21743003451259","0","3"
"21743003973476","0","3"
"21743005336888","0","3"
"21743004642054","0","3"
"21743005250030","2","3"
"21743004905030","4","3"
"21743004835179","0","3"
"21743003101409","2","3"
"21743004068904","0","3"
"21743003985728","2","3"
"21743004930327","0","3"
"21743004609988","2","3"
"21743004574562","0","3"
"21743005041579","0","3"
"21743004501342","0","3"
"21743004994067","1","3"
"21743004023719","2","3"
"21743004607875","0","3"
"21743004984944","0","3"
"21743001562172","4","3"
"21743005295647","0","3"
"21743004677795","2","3"
"21743003516770","8","3"
"21743000569699","2","3"
"21743004781415","0","3"
"21743005151550","0","3"
"21743005296041","0","3"
"21743001298132","2","3"
"21743001134055","0","3"
"21743005259643","2","2"
"21743004841276","3","2"
"21743004950028","0","2"
"21743004845475","2","2"
"21743004937264","12","2"
"21743004093803","0","2"
"21743004779286","0","2"
"21743005025044","0","2"
"21743004921672","2","2"
"21743001073121","0","2"
"21743004730750","4","2"
"21743004629036","0","2"
"21743005197116","0","2"
"21743005200027","2","2"
"21743005236831","2","2"
"21743005272141","0","2"
"21743004955548","2","2"
"21743004837464","19","2"
"21743005270111","0","2"
"21743005097514","0","2"
"21743005161930","19","2"
"21743004985008","4","2"
"21743004978524","6","2"
"21743005150248","0","2"
"21743004821492","0","2"
"21743003988995","0","2"
"21743001749290","2","2"
"21743005111927","2","2"
"21743004750170","0","2"
"21743004864351","4","2"
"21743003027091","6","2"
"21743004885372","0","2"
"21743003862331","0","2"
"21743005017041","0","2"
"21743005005244","0","2"
"21743004920955","0","2"
"21743002704401","6","2"
"21743005013255","0","2"
"21743003979523","2","2"
"21743005191119","0","2"
"21743005191671","19","2"
"21743004998969","0","2"
"21743004927364","6","2"
"21743004041166","4","2"
"21743004865697","8","2"
"21743004045068","0","2"
"21743004836813","8","2"
"21743004785770","4","2"
"21743004898607","8","2"
"21743002924256","2","2"
"21743005031091","10","2"
"21743004909974","0","2"
"21743005231253","6","2"
"21743005438049","0","2"
"21743000599084","0","2"
"21743005263496","0","2"
"21743004029898","10","2"
"21743004957072","2","2"
"21743005340526","0","2"
"21743005244199","0","2"
"21743005334867","2","2"
"21743004737441","2","2"
"21743005210711","0","2"
"21743005002852","0","2"
"21743004963583","0","2"
"21743005322714","2","2"
"21743005361712","0","2"
"21743004826020","6","2"
"21743004653150","3","2"
"21743002691475","6","2"
"21743001658830","0","2"
"21743005209820","0","2"
"21743003902939","2","2"
"21743005195623","0","2"
"21743005364633","2","2"
"21743004716692","0","2"
"21743005241799","0","2"
"21743005346432","2","2"
"21743005237078","2","2"
"21743005373584","0","2"
"21743005251160","2","2"
"21743005197447","0","2"
"21743004759890","0","2"
"21743005202528","6","2"
"21743005217427","0","2"
"21743005363205","2","2"
"21743005051230","6","2"
"21743005243340","1","2"
"21743005215033","0","2"
"21743004029997","0","2"
"21743004939120","0","2"
"21743005362298","2","2"
"21743005353859","0","2"
"21743005478581","2","2"
"21743005448113","3","2"
"21743005231972","6","2"
"21743004689683","0","2"
"21743005344197","0","2"
"21743005478946","0","2"
"21743005212998","6","2"
"21743005138912","3","2"
"21743005376736","2","2"
"21743005142609","0","2"
"21743005308341","0","2"
"21743005566195","2","2"
"21743005112909","2","2"
"21743003340486","6","2"
"21743002983435","6","2"
"21743002940740","0","2"
"21743003099918","0","2"
"21743003771433","0","2"
"21743004751772","3","2"
"21743002425171","2","2"
"21743004002069","2","2"
"21743003470242","0","2"
"21743004564886","2","2"
"21743003353190","2","2"
"21743003368727","0","2"
"21743004016929","4","2"
"21743004658035","6","2"
"21743003982154","2","2"
"21743004774071","0","2"
"21743001708866","2","2"
"21743004058178","10","2"
"21743003869393","0","2"
"21743004688206","2","2"
"21743002910123","0","2"
"21743004710778","0","2"
"21743004737599","0","2"
"21743004033544","4","2"
"21743004563342","0","2"
"21743002093086","0","2"
"21743003342672","6","2"
"21743004624961","0","2"
"21743004036315","6","2"
"21743004710398","8","2"
"21743003689270","2","2"
"21743002373983","0","2"
"21743003976602","10","2"
"21743004003869","4","2"
"21743004018578","6","2"
"21743003998200","0","2"
"21743003977832","0","2"
"21743003984945","2","2"
"21743004068128","2","2"
"21743003994548","0","2"
"21743004519351","0","2"
"21743002887149","8","2"
"21743003817509","2","2"
"21743003978723","0","2"
"21743004082129","4","2"
"21743004092789","0","2"
"21743004078408","0","2"
"21743003301330","0","2"
"21743003871985","4","2"
"21743003783552","0","2"
"21743002193712","6","2"
"21743004514899","0","2"
"21743003236841","0","2"
"21743004936019","2","2"
"21743001579044","0","2"
"21743004840195","0","2"
"21743001749555","2","2"
"21743002340420","6","2"
"21743004041521","0","2"
"21743001377886","0","2"
"21743004779625","1","2"
"21743004021747","8","2"
"21743004799888","0","2"
"21743004685426","4","2"
"21743004835054","0","2"
"21743004710174","0","2"
"21743004960449","0","2"
"21743004045035","0","2"
"21743004707964","0","2"
"21743004880589","0","2"
"21743004000113","2","2"
"21743004013173","0","2"
"21743004086005","0","2"
"21743004852059","0","2"
"21743004568671","0","2"
"21743004806394","0","2"
"21743004006805","8","2"
"21743004902755","2","2"
"21743001401025","6","2"
"21743004881348","0","2"
"21743004884185","0","2"
"21743004831855","0","2"
"21743003555935","0","2"
"21743001445477","0","2"
"21743004831244","0","2"
"21743004104360","10","2"
"21743004882718","0","2"
"21743004564712","0","2"
"21743004729851","0","2"
"21743004854329","0","2"
"21743003228715","0","2"
,,
"21743003227899","0","2"
"21743004016291","4","2"
"21743004010583","0","2"
"21743003762937","0","2"
"21743003805512","2","2"
"21743004678330","0","2"
"21743004801387","0","2"
"21743004592788","0","2"
"21743004820270","0","2"
"21743004589602","0","2"
,,
"21743002203768","6","2"
"21743000839662","0","2"
"21743001400571","6","2"
"21743002134831","0","2"
"21743004087557","0","2"
"21743002219491","0","2"
"21743004904504","4","2"
"21743005665005","0","2"
"21743005390422","0","2"
"21743005726088","0","2"
"21743005383294","0","2"
"21743004937405","0","2"
"21743005178488","2","2"
"21743005380399","10","2"
"21743005344379","0","2"
"21743005382999","0","2"
"21743005690516","0","2"
"21743005526975","0","2"
"21743003519816","8","2"
"21743004894440","6","2"
"21743004996120","2","2"
"21743005691027","2","2"
"21743005402482","3","2"
"21743005626304","2","2"
"21743005283106","10","2"
"21743005320007","3","2"
"21743005490859","0","2"
"21743005008016","1","2"
"21743005645130","6","2"
"21743004919361","2","2"
"21743005000823","0","2"
"21743000932871","0","2"
"21743005659917","0","2"
"21743005285440","2","2"
"21743004105086","2","2"
"21743005063284","1","2"
"21743005484100","3","2"
"21743003984523","2","2"
"21743000619635","0","2"
"21743005539150","2","2"
"21743005448006","2","2"
"21743004619946","2","2"
"21743005555610","0","2"
"21743005439203","6","2"
"21743005703350","0","2"
"21743005662713","0","2"
"21743005389531","0","2"
"21743005490628","2","2"
"21743005455662","0","2"
"21743005383401","0","2"
"21743005524947","0","2"
"21743005488622","2","2"
"21743003473394","2","2"
"21743005706585","0","2"
"21743005456793","0","2"
"21743005558671","0","2"
"21743004806204","8","2"
"21743001541598","0","2"
"21743005276480","1","2"
"21743005033444","1","2"
"21743005481122","0","2"
"21743005588231","1","2"
"21743005556527","0","2"
"21743005608070","0","2"
"21743005577994","2","2"
"21743004735924","0","2"
"21743004066486","3","2"
"21743005611082","2","2"
"21743004682365","0","2"
"21743005533492","0","2"
"21743005480330","0","2"
"21743005576681","1","2"
"21743005460282","0","2"
"21743005658471","2","2"
"21743005462098","0","2"
"21743004822755","0","2"
"21743000453316","0","2"
"21743005460142","2","2"
"21743005319165","2","2"
"21743005462080","0","2"
"21743005465976","0","2"
"21743005040340","8","2"
"21743005252317","2","2"
"21743005522644","0","2"
"21743005459367","0","2"
"21743005275607","2","2"
"21743005374350","2","2"
"21743005073705","1","2"
"21743005568365","6","2"
"21743003151032","0","2"
"21743005492533","0","2"
"21743005565197","0","2"
"21743005558408","0","2"
"21743005044680","2","2"
"21743005318514","0","2"
"21743004945176","2","2"
"21743004854659","2","2"
"21743005486360","2","2"
"21743005566583","0","2"
"21743005558317","0","2"
"21743005451653","0","2"
"21743005462320","2","2"
"21743003688025","4","2"
"21743005523345","2","2"
"21743005464375","4","2"
"21743005579669","2","2"
"21743005579768","1","2"
"21743005375886","0","2"
"21743005564380","0","2"
"21743005054358","6","2"
"21743005562889","0","2"
"21743005060132","0","2"
"21743004812780","0","2"
"21743005169347","2","2"
"21743005564901","2","2"
"21743005577010","2","2"
"21743005466552","0","2"
"21743005057682","0","2"
"21743005310743","19","2"
"21743005243894","1","2"
"21743005242870","0","2"
"21743005476387","1","2"
"21743005075163","4","2"
"21743005290218","19","2"
"21743005337498","2","2"
"21743005122262","0","2"
"21743005104054","0","2"
"21743005332432","0","2"
"21743005370499","0","2"
"21743005243209","0","2"
"21743004632683","4","2"
"21743005102652","2","2"
"21743005528963","4","2"
"21743005177225","2","2"
"21743005303326","1","2"
"21743005212758","2","2"
"21743005277744","5","2"
"21743005063284","1","2"
"21743005105663","1","2"
"21743005250451","0","2"
"21743005171020","0","2"
"21743005399266","3","2"
"21743005152855","0","2"
"21743005175658","0","2"
"21743005677406","1","2"
"21743005101746","0","2"
"21743005021720","0","2"
"21743005022801","5","2"
"21743005252382","0","2"
"21743005132170","0","2"
"21743005103007","2","2"
"21743005147665","0","2"
"21743004954905","6","2"
"21743005161195","4","2"
"21743005180302","0","2"
"21743004999330","0","2"
"21743005015870","0","2"
"21743004905204","4","2"
"21743005179890","0","2"
"21743004955779","2","2"
"21743005092549","0","2"
"21743005186333","6","2"
"21743005166038","0","2"
"21743005008883","0","2"
"21743005273818","4","2"
"21743005104880","2","2"
"21743005446729","5","2"
"21743005578950","2","2"
"21743005318530","2","2"
"21743005077623","2","2"
"21743005577010","2","2"
"21743005465760","0","2"
"21743005463633","1","2"
"21743005370184","5","2"
"21743005492533","0","2"
"21743005276142","0","2"
"21743005591953","2","2"
"21743005597646","0","2"
"21743005280938","5","2"
"21743005457387","0","2"
"21743005589031","1","2"
"21743005589056","1","2"
"21743005561311","1","2"
"21743005056635","1","2"
"21743005448683","2","2"
"21743005523220","3","2"
"21743005438957","0","2"
"21743005287784","3","2"
"21743005574405","2","2"
"21743005476635","1","2"
"21743005574124","0","2"
"21743005355896","4","2"
"21743005365580","0","2"
"21743005573738","2","2"
"21743005495056","0","2"
"21743005344700","0","2"
"21743005575659","2","2"
"21743005561857","2","2"
"21743005375878","2","2"
"21743005568910","6","2"
"21743005565197","0","2"
"21743005540455","0","2"
"21743005681986","2","2"
"21743005668231","0","2"
"21743005197439","0","2"
"21743005542733","0","2"
"21743005681994","2","2"
"21743005691605","19","2"
"21743005667662","0","2"
"21743005488226","0","2"
"21743005663661","0","2"
"21743005253786","2","2"
"21743005387030","1","2"
"21743005538525","2","2"
"21743005472782","8","2"
"21743005368816","4","2"
"21743005327770","11","2"
"21743005615091","0","2"
"21743005381116","0","2"
"21743005280490","5","2"
"21743005609557","0","2"
"21743005379979","1","2"
"21743005532569","0","2"
"21743005521497","0","2"
"21743005659057","0","2"
"21743005569843","6","2"
"21743003437795","0","2"
"21743003419405","0","2"
"21743004937561","0","2"
"21743003508140","0","2"
"21743003239035","0","2"
"21743003426954","2","2"
"21743004733978","2","2"
"21743004563219","0","2"
"21743003117520","2","2"
"21743004001780","0","2"
"21743005058151","2","2"
"21743003139102","0","2"
"21743003230042","19","2"
"21743003417706","2","2"
"21743003417557","2","2"
"21743002697654","4","2"
"21743003763588","0","2"
"21743003019007","2","2"
"21743005691233","8","2"
"21743003980422","0","2"
"21743004513438","6","2"
"21743003073830","0","2"
"21743003108412","0","2"
"21743003027653","6","2"
"21743002382703","0","2"
"21743004031944","2","2"
"21743003935905","0","2"
"21743002610756","2","2"
"21743004877320","0","2"
"21743002341956","4","2"
"21743002421303","6","2"
"21743004080313","4","2"
"21743005520721","2","2"
"21743003682960","0","2"
"21743003862505","0","2"
"21743004522819","2","2"
"21743003300910","0","2"
"21743003970316","1","2"
"21743005721113","2","2"
"21743005352380","4","2"
"21743003782422","0","2"
"21743004079943","5","2"
"21743003853322","0","2"
"21743003967296","0","2"
"21743004061263","2","2"
"21743003352424","0","2"
"21743004797288","0","2"
"21743003202496","6","2"
"21743003502820","0","2"
"21743004812624","0","2"
"21743003567526","2","2"
"21743003486180","0","2"
"21743003926722","0","2"
"21743004512034","0","2"
"21743004809034","0","2"
"21743004101911","2","2"
"21743005489679","0","2"
"21743004731253","0","2"
"21743005226121","0","2"
"21743004683553","0","2"
"21743004678801","2","2"
"21743004882197","1","2"
"21743004657276","6","2"
"21743005206164","0","2"
"21743004679866","0","2"
"21743004836656","0","2"
"21743005054861","6","2"
"21743005031984","1","2"
"21743004874558","0","2"
"21743004797924","0","2"
"21743004916144","2","2"
"21743004885679","0","2"
"21743004887733","0","2"
"21743004960464","19","2"
"21743003781267","19","2"
"21743004992319","0","2"
"21743004979225","6","2"
"21743004962577","2","2"
"21743004797155","0","2"
"21743004799169","8","2"
"21743005039490","8","2"
"21743004963708","0","2"
"21743005029111","6","2"
"21743004992434","0","2"
"21743004758991","19","2"
"21743005033998","0","2"
"21743004507315","10","2"
"21743004512489","0","2"
"21743004697330","0","2"
"21743005346218","2","2"
"21743004570123","8","2"
"21743005034871","10","2"
"21743004928339","6","2"
"21743003641644","6","2"
"21743004576112","0","2"
"21743004576252","5","2"
"21743004092755","4","2"
"21743004512570","0","2"
"21743004729042","0","2"
"21743004765202","1","2"
"21743004721130","0","2"
"21743004820569","2","2"
"21743004801478","1","2"
"21743005151550","0","2"
"21743004764171","2","2"
"21743004816682","0","2"
"21743004669495","2","2"
"21743005246004","0","2"
"21743004650867","0","2"
"21743004737599","0","2"
"21743004842407","0","2"
"21743004783221","0","2"
"21743004831889","0","2"
"21743004783718","0","2"
"21743004832846","0","2"
"21743004846333","0","2"
"21743003976859","2","2"
"21743001839612","0","2"
"21743001926708","0","2"
"21743005218672","0","2"
"21743004041851","0","2"
"21743004066064","2","2"
"21743004015723","0","2"
"21743002129013","0","2"
"21743002139673","19","2"
"21743002075372","2","2"
"21743002559771","0","2"
"21743005480488","0","2"
"21743004664769","8","2"
"21743005198031","0","2"
"21743004089231","0","2"
"21743004045753","0","2"
"21743004045001","0","2"
"21743003223245","0","2"
"21743004818647","13","2"
"21743004067476","2","2"
"21743001393164","18","2"
"21743003900727","2","2"
"21743003391539","0","2"
"21743001510783","0","2"
"21743001724632","0","2"
"21743003228715","0","2"
"21743005625447","2","2"
"21743003988938","2","2"
"21743003476595","0","2"
"21743001603000","4","2"
"21743004088928","0","2"
"21743000948216","4","2"
"21743005001169","0","2"
"21743003997194","0","2"
"21743001013457","0","2"
"21743004054045","0","2"
"21743005369913","10","2"
"21743004959532","0","2"
"21743005603550","0","2"
"21743005595228","2","2"
"21743005720644","2","2"
"21743005623616","2","2"
"21743005623228","0","2"
"21743005730247","2","2"
"21743005388004","0","2"
"21743005245048","0","2"
"21743002932531","0","2"
"21743000786863","0","2"
"21743005263686","0","2"
"21743004714879","0","2"
"21743004079208","6","2"
"21743004824157","0","2"
"21743004759890","0","2"
"21743000635623","8","2"
"21743004086393","0","2"
"21743003685369","0","2"
"21743002093292","0","2"
"21743005210752","0","2"
"21743005193149","0","2"
"21743005225511","12","2"
"21743005542774","0","2"
"21743005730999","10","2"
"21743005586938","0","2"
"21743005667019","0","2"
"21743005724174","0","2"
"21743005722509","2","2"
"21743005429121","0","2"
"21743005721519","2","2"
"21743005246103","0","2"
"21743005649512","4","2"
"21743005552120","6","2"
"21743005247028","6","2"
"21743005551627","6","2"
"21743005683370","8","2"
"21743005246863","10","2"
"21743005104526","2","2"
"21743005388921","0","2"
"21743005551718","6","2"
"21743005244868","1","2"
"21743005613971","2","2"
"21743005701859","0","1"
"21743005595061","2","1"
"21743004525952","0","1"
"21743005675715","0","1"
"21743005429774","0","1"
"21743005246491","0","1"
"21743005386008","0","1"
"21743005676002","0","1"
"21743005480165","8","1"
"21743005246293","2","1"
"21743005675442","0","1"
"21743005676903","0","1"
"21743005246509","0","1"
"21743005625405","0","1"
"21743005675103","0","1"
"21743005722863","10","1"
"21743005721451","2","1"
"21743005584800","0","1"
"21743005388665","0","1"
"21743005675996","0","1"
"21743005725049","2","1"
"21743005584339","0","1"
"21743005625942","0","1"
"21743005244942","11","1"
"21743005666797","2","1"
"21743005722624","2","1"
"21743005666359","0","1"
"21743005695101","6","1"
"21743005666623","0","1"
"21743004893889","6","1"
"21743003546488","6","1"
"21743000423699","0","1"
"21743000420778","0","1"
"21743003121605","0","1"
"21743003637998","0","1"
"21743005675152","0","1"
"21743000513523","4","1"
"21743000509109","4","1"
"21743004004511","0","1"
"21743003993995","0","1"
"21743004090627","2","1"
"21743000750349","0","1"
"21743000749259","0","1"
"21743005238993","2","1"
"21743000794362","2","1"
"21743005581012","4","1"
"21743005675483","0","1"
"21743005428693","0","1"
"21743005246954","2","1"
"21743005441084","6","1"
"21743005669890","0","1"
"21743005623749","2","1"
"21743005246079","0","1"
"21743005677927","0","1"
"21743005388251","0","1"
"21743005674999","0","1"
"21743005078597","2","1"
"21743005721097","2","1"
"21743005447479","0","1"
"21743003018140","2","1"
"21743001347871","0","1"
"21743005665682","2","1"
"21743005372909","0","1"
"21743001290592","6","1"
"21743003982030","0","1"
"21743004714259","0","1"
"21743004949525","2","1"
"21743003901329","2","1"
"21743004596862","10","1"
"21743004952917","0","1"
"21743003626561","0","1"
"21743004832093","0","1"
"21743004014858","0","1"
"21743004068128","2","1"
"21743004823969","2","1"
"21743005385976","4","1"
"21743002274314","0","1"
"21743001145275","8","1"
"21743001142942","10","1"
"21743004090528","0","1"
"21743001112028","8","1"
"21743004700142","0","1"
"21743000932871","0","1"
"21743004031548","0","1"
"21743003963311","0","1"
"21743004002069","2","1"
"21743004511242","0","1"
"21743004059879","0","1"
"21743002928794","0","1"
"21743004055760","0","1"
"21743004070959","2","1"
"21743005296363","0","1"
"21743004040598","0","1"
"21743005354386","4","1"
"21743004026217","0","1"
"21743004036679","2","1"
"21743003625787","2","1"
"21743001758804","0","1"
"21743004622858","0","1"
"21743001747252","0","1"
"21743002933265","0","1"
"21743003630340","2","1"
"21743004533741","0","1"
"21743003804168","0","1"
"21743001572734","0","1"
"21743005457924","0","1"
"21743005142609","0","1"
"21743003524386","6","1"
"21743002420206","6","1"
"21743001479161","0","1"
"21743003997897","0","1"
"21743005037205","2","1"
"21743001483833","0","1"
"21743001492024","0","1"
"21743002304277","6","1"
"21743004033775","0","1"
"21743004022372","8","1"
"21743004030771","0","1"
"21743005259643","2","1"
"21743002291649","4","1"
"21743002279677","0","1"
"21743003197308","6","1"
"21743003315413","8","1"
"21743004906806","0","1"
"21743004072997","10","1"
"21743002209815","2","1"
"21743003974284","2","1"
"21743002206456","2","1"
"21743004606778","0","1"
"21743003713740","0","1"
"21743005270731","0","1"
"21743002241727","0","1"
"21743005375886","0","1"
"21743003438991","4","1"
"21743003689312","0","1"
"21743004032579","0","1"
"21743004955407"";""21743002078905","0","1"
"21743004832614","0","1"
"21743002167583","0","1"
"21743004546933","8","1"
"21743004898607","8","1"
"21743003149226","4","1"
"21743002896645","8","1"
"21743005562392","0","1"
"21743003996832","0","1"
"21743004010351","4","1"
"21743004033999","0","1"
"21743003979077","0","1"
"21743001905389","6","1"
"21743005260245","2","1"
"21743005543186","0","1"
"21743005000427","2","1"
"21743004682639","0","1"
"21743001817642","13","1"
"21743005099163","0","1"
"21743004089785","2","1"
"21743002688240","0","1"
"21743003996428","0","1"
"21743005385240","4","1"
"21743004777611","0","1"
"21743004621660","0","1"
"21743004840773","0","1"
"21743004721239","0","1"
"21743004769709","0","1"
"21743004829602","0","1"
"21743005365267","0","1"
"21743004769774","1","1"
"21743004844874","0","1"
"21743005451398","1","1"
"21743004830857","2","1"
"2 1743004819348","2","1"
"21743004842423","0","1"
