id,checkouts,vendor,rundate,month,year
21743005380225,9,od,3/1/2019,2,2019
21743005597448,9,od,3/1/2019,2,2019
21743005596481,9,od,3/1/2019,2,2019
21743004598017,9,od,3/1/2019,2,2019
21743005542766,9,od,3/1/2019,2,2019
21743003796265,9,od,3/1/2019,2,2019
21743003157971,9,od,3/1/2019,2,2019
21743004933149,9,od,3/1/2019,2,2019
21743002335834,9,od,3/1/2019,2,2019
21743003994001,9,od,3/1/2019,2,2019
21743004090932,9,od,3/1/2019,2,2019
21743001068287,9,od,3/1/2019,2,2019
21743005448931,9,od,3/1/2019,2,2019
21743004845921,9,od,3/1/2019,2,2019
21743003498235,9,od,3/1/2019,2,2019
21743005037478,9,od,3/1/2019,2,2019
21743005130455,9,od,3/1/2019,2,2019
21743005212543,9,od,3/1/2019,2,2019
21743005324835,9,od,3/1/2019,2,2019
21743003572997,9,od,3/1/2019,2,2019
21743001824465,8,od,3/1/2019,2,2019
21743003327947,8,od,3/1/2019,2,2019
21743004884599,8,od,3/1/2019,2,2019
21743002236313,8,od,3/1/2019,2,2019
21743004084679,8,od,3/1/2019,2,2019
21743004850418,8,od,3/1/2019,2,2019
21743005035175,8,od,3/1/2019,2,2019
21743004980405,8,od,3/1/2019,2,2019
21743005339668,8,od,3/1/2019,2,2019
21743003862067,8,od,3/1/2019,2,2019
21743005333828,8,od,3/1/2019,2,2019
21743005114871,8,od,3/1/2019,2,2019
21743005216114,8,od,3/1/2019,2,2019
21743005111190,8,od,3/1/2019,2,2019
21743005325808,8,od,3/1/2019,2,2019
21743005073267,8,od,3/1/2019,2,2019
21743005238340,8,od,3/1/2019,2,2019
21743004775052,8,od,3/1/2019,2,2019
21743001417732,8,od,3/1/2019,2,2019
21743004016382,8,od,3/1/2019,2,2019
21743004098224,8,od,3/1/2019,2,2019
21743002242477,8,od,3/1/2019,2,2019
21743004849865,8,od,3/1/2019,2,2019
21743004981940,8,od,3/1/2019,2,2019
21743003995719,8,od,3/1/2019,2,2019
21743004875316,8,od,3/1/2019,2,2019
21743004816534,8,od,3/1/2019,2,2019
21743004655635,8,od,3/1/2019,2,2019
21743004101010,8,od,3/1/2019,2,2019
21743004083861,8,od,3/1/2019,2,2019
21743003763554,8,od,3/1/2019,2,2019
21743002386266,8,od,3/1/2019,2,2019
21743004512992,8,od,3/1/2019,2,2019
21743004038113,8,od,3/1/2019,2,2019
21743005284427,8,od,3/1/2019,2,2019
21743005475710,8,od,3/1/2019,2,2019
21743005198205,8,od,3/1/2019,2,2019
21743004554523,8,od,3/1/2019,2,2019
1246413,8,od,3/1/2019,2,2019
1249607,8,od,3/1/2019,2,2019
1232088,8,od,3/1/2019,2,2019
1229696,8,od,3/1/2019,2,2019
1229450,8,od,3/1/2019,2,2019
1265196,8,od,3/1/2019,2,2019
1256890,8,od,3/1/2019,2,2019
1258888,8,od,3/1/2019,2,2019
1259372,8,od,3/1/2019,2,2019
1260490,8,od,3/1/2019,2,2019
1273475,8,od,3/1/2019,2,2019
1270662,8,od,3/1/2019,2,2019
1267610,8,od,3/1/2019,2,2019
1266473,8,od,3/1/2019,2,2019
1153102,8,od,3/1/2019,2,2019
1155661,8,od,3/1/2019,2,2019
1155562,8,od,3/1/2019,2,2019
1150286,8,od,3/1/2019,2,2019
1128148,8,od,3/1/2019,2,2019
1129584,8,od,3/1/2019,2,2019
1116674,8,od,3/1/2019,2,2019
1162673,8,od,3/1/2019,2,2019
1161679,8,od,3/1/2019,2,2019
1222528,8,od,3/1/2019,2,2019
1196051,8,od,3/1/2019,2,2019
1208361,8,od,3/1/2019,2,2019
1101877,8,od,3/1/2019,2,2019
1103232,8,od,3/1/2019,2,2019
1110897,8,od,3/1/2019,2,2019
1111379,8,od,3/1/2019,2,2019
1110023,8,od,3/1/2019,2,2019
1034866,8,od,3/1/2019,2,2019
1035557,8,od,3/1/2019,2,2019
1044130,8,od,3/1/2019,2,2019
1004554,8,od,3/1/2019,2,2019
1276661,8,od,3/1/2019,2,2019
1276497,8,od,3/1/2019,2,2019
1274687,8,od,3/1/2019,2,2019
1275959,8,od,3/1/2019,2,2019
1275896,7,od,3/1/2019,2,2019
1276231,7,od,3/1/2019,2,2019
1275505,7,od,3/1/2019,2,2019
1010143,7,od,3/1/2019,2,2019
1000515,7,od,3/1/2019,2,2019
1016991,7,od,3/1/2019,2,2019
1017848,7,od,3/1/2019,2,2019
1276824,7,od,3/1/2019,2,2019
1030328,7,od,3/1/2019,2,2019
1058376,7,od,3/1/2019,2,2019
1065757,7,od,3/1/2019,2,2019
1052836,7,od,3/1/2019,2,2019
1101607,7,od,3/1/2019,2,2019
1101050,7,od,3/1/2019,2,2019
1082405,7,od,3/1/2019,2,2019
1087734,7,od,3/1/2019,2,2019
1076425,7,od,3/1/2019,2,2019
1210183,7,od,3/1/2019,2,2019
1203207,7,od,3/1/2019,2,2019
1197327,7,od,3/1/2019,2,2019
1222760,7,od,3/1/2019,2,2019
1225179,7,od,3/1/2019,2,2019
1217807,7,od,3/1/2019,2,2019
1213205,7,od,3/1/2019,2,2019
1165218,7,od,3/1/2019,2,2019
1182783,7,od,3/1/2019,2,2019
1187701,7,od,3/1/2019,2,2019
1187261,7,od,3/1/2019,2,2019
1151999,7,od,3/1/2019,2,2019
1155135,7,od,3/1/2019,2,2019
1154548,7,od,3/1/2019,2,2019
1147533,7,od,3/1/2019,2,2019
1141218,7,od,3/1/2019,2,2019
1265813,7,od,3/1/2019,2,2019
1267275,7,od,3/1/2019,2,2019
1271888,7,od,3/1/2019,2,2019
1273993,7,od,3/1/2019,2,2019
1258925,7,od,3/1/2019,2,2019
1257496,7,od,3/1/2019,2,2019
1260941,7,od,3/1/2019,2,2019
1260563,7,od,3/1/2019,2,2019
1230809,7,od,3/1/2019,2,2019
1237552,7,od,3/1/2019,2,2019
1236642,7,od,3/1/2019,2,2019
1239926,7,od,3/1/2019,2,2019
1237549,7,od,3/1/2019,2,2019
1237249,7,od,3/1/2019,2,2019
1236883,7,od,3/1/2019,2,2019
1240081,7,od,3/1/2019,2,2019
1249321,7,od,3/1/2019,2,2019
1249201,7,od,3/1/2019,2,2019
1244438,7,od,3/1/2019,2,2019
1246888,7,od,3/1/2019,2,2019
1254509,7,od,3/1/2019,2,2019
21743000521583,7,od,3/1/2019,2,2019
21743005320593,7,od,3/1/2019,2,2019
21743004006011,7,od,3/1/2019,2,2019
21743005059316,7,od,3/1/2019,2,2019
21743004982146,7,od,3/1/2019,2,2019
21743005483060,7,od,3/1/2019,2,2019
21743005144373,7,od,3/1/2019,2,2019
21743005610670,7,od,3/1/2019,2,2019
21743005298872,7,od,3/1/2019,2,2019
21743004044178,7,od,3/1/2019,2,2019
21743005306584,7,od,3/1/2019,2,2019
21743005705108,7,od,3/1/2019,2,2019
21743005489117,7,od,3/1/2019,2,2019
21743004006201,7,od,3/1/2019,2,2019
21743005111430,7,od,3/1/2019,2,2019
21743005601471,7,od,3/1/2019,2,2019
21743004676144,7,od,3/1/2019,2,2019
21743005730379,7,od,3/1/2019,2,2019
21743004628905,7,od,3/1/2019,2,2019
21743004086682,7,od,3/1/2019,2,2019
21743004806659,7,od,3/1/2019,2,2019
21743003509213,7,od,3/1/2019,2,2019
21743004782280,7,od,3/1/2019,2,2019
21743004053229,7,od,3/1/2019,2,2019
21743004886099,7,od,3/1/2019,2,2019
21743004647632,7,od,3/1/2019,2,2019
21743003973724,7,od,3/1/2019,2,2019
21743004932968,7,od,3/1/2019,2,2019
21743003570520,7,od,3/1/2019,2,2019
21743003937935,7,od,3/1/2019,2,2019
21743004698965,7,od,3/1/2019,2,2019
21743003992468,7,od,3/1/2019,2,2019
21743005475363,7,od,3/1/2019,2,2019
21743002900306,7,od,3/1/2019,2,2019
21743005077045,7,od,3/1/2019,2,2019
21743005477997,7,od,3/1/2019,2,2019
21743005138862,7,od,3/1/2019,2,2019
21743005332127,7,od,3/1/2019,2,2019
21743005469382,7,od,3/1/2019,2,2019
21743005177266,7,od,3/1/2019,2,2019
21743004792560,7,od,3/1/2019,2,2019
21743005196829,7,od,3/1/2019,2,2019
21743005270806,7,od,3/1/2019,2,2019
21743005137310,7,od,3/1/2019,2,2019
21743005288030,7,od,3/1/2019,2,2019
21743005011499,7,od,3/1/2019,2,2019
21743003979283,7,od,3/1/2019,2,2019
21743002987444,7,od,3/1/2019,2,2019
21743004895967,7,od,3/1/2019,2,2019
21743004626107,7,od,3/1/2019,2,2019
21743003928959,7,od,3/1/2019,2,2019
21743005195631,7,od,3/1/2019,2,2019
21743004906293,7,od,3/1/2019,2,2019
21743005148457,7,od,3/1/2019,2,2019
21743003350337,7,od,3/1/2019,2,2019
21743003223211,7,od,3/1/2019,2,2019
21743005265541,7,od,3/1/2019,2,2019
21743003633211,6,od,3/1/2019,2,2019
21743003265162,6,od,3/1/2019,2,2019
21743005265434,6,od,3/1/2019,2,2019
21743005233879,6,od,3/1/2019,2,2019
21743005176318,6,od,3/1/2019,2,2019
21743004549192,6,od,3/1/2019,2,2019
21743005201108,6,od,3/1/2019,2,2019
21743003374063,6,od,3/1/2019,2,2019
21743004655288,6,od,3/1/2019,2,2019
21743004913570,6,od,3/1/2019,2,2019
21743005002977,6,od,3/1/2019,2,2019
21743004700142,6,od,3/1/2019,2,2019
21743004797312,6,od,3/1/2019,2,2019
21743004893269,6,od,3/1/2019,2,2019
21743003016540,6,od,3/1/2019,2,2019
21743005556485,6,od,3/1/2019,2,2019
21743005212733,6,od,3/1/2019,2,2019
21743005468590,6,od,3/1/2019,2,2019
21743005242367,6,od,3/1/2019,2,2019
21743005372719,6,od,3/1/2019,2,2019
21743004009023,6,od,3/1/2019,2,2019
21743005477302,6,od,3/1/2019,2,2019
21743005372701,6,od,3/1/2019,2,2019
21743005333521,6,od,3/1/2019,2,2019
21743005343314,6,od,3/1/2019,2,2019
21743005293873,6,od,3/1/2019,2,2019
21743005073820,6,od,3/1/2019,2,2019
21743005060744,6,od,3/1/2019,2,2019
21743005075452,6,od,3/1/2019,2,2019
21743005072863,6,od,3/1/2019,2,2019
21743005573928,6,od,3/1/2019,2,2019
21743004031803,6,od,3/1/2019,2,2019
21743004553558,6,od,3/1/2019,2,2019
21743004005807,6,od,3/1/2019,2,2019
21743004737573,6,od,3/1/2019,2,2019
21743004765210,6,od,3/1/2019,2,2019
21743004007415,6,od,3/1/2019,2,2019
21743002004042,6,od,3/1/2019,2,2019
21743004029773,6,od,3/1/2019,2,2019
21743004592382,6,od,3/1/2019,2,2019
21743003700705,6,od,3/1/2019,2,2019
21743003986015,6,od,3/1/2019,2,2019
21743004546156,6,od,3/1/2019,2,2019
21743004008298,6,od,3/1/2019,2,2019
21743003295409,6,od,3/1/2019,2,2019
21743004030763,6,od,3/1/2019,2,2019
21743004035994,6,od,3/1/2019,2,2019
21743003994100,6,od,3/1/2019,2,2019
21743003201126,6,od,3/1/2019,2,2019
21743004572756,6,od,3/1/2019,2,2019
21743001350149,6,od,3/1/2019,2,2019
21743005144514,6,od,3/1/2019,2,2019
21743002411338,6,od,3/1/2019,2,2019
21743004882122,6,od,3/1/2019,2,2019
21743004111225,6,od,3/1/2019,2,2019
21743001003151,6,od,3/1/2019,2,2019
21743004059234,6,od,3/1/2019,2,2019
21743004837126,6,od,3/1/2019,2,2019
21743004001251,6,od,3/1/2019,2,2019
21743004032512,6,od,3/1/2019,2,2019
21743004537668,6,od,3/1/2019,2,2019
21743001340538,6,od,3/1/2019,2,2019
21743004032249,6,od,3/1/2019,2,2019
21743005693122,6,od,3/1/2019,2,2019
21743005700844,6,od,3/1/2019,2,2019
21743005384532,6,od,3/1/2019,2,2019
21743005203096,6,od,3/1/2019,2,2019
21743005399126,6,od,3/1/2019,2,2019
21743005729116,6,od,3/1/2019,2,2019
21743005600374,6,od,3/1/2019,2,2019
21743005266598,6,od,3/1/2019,2,2019
21743005270095,6,od,3/1/2019,2,2019
21743005141916,6,od,3/1/2019,2,2019
21743003344926,6,od,3/1/2019,2,2019
21743005480496,6,od,3/1/2019,2,2019
21743005605340,6,od,3/1/2019,2,2019
21743005591953,6,od,3/1/2019,2,2019
21743005215710,6,od,3/1/2019,2,2019
21743005289376,6,od,3/1/2019,2,2019
21743005661681,6,od,3/1/2019,2,2019
21743005574041,6,od,3/1/2019,2,2019
21743005318845,6,od,3/1/2019,2,2019
21743004841367,6,od,3/1/2019,2,2019
21743005374749,6,od,3/1/2019,2,2019
21743005560818,6,od,3/1/2019,2,2019
21743005358270,6,od,3/1/2019,2,2019
1253328,6,od,3/1/2019,2,2019
1250830,6,od,3/1/2019,2,2019
1246995,6,od,3/1/2019,2,2019
1248551,6,od,3/1/2019,2,2019
1244689,6,od,3/1/2019,2,2019
1249314,6,od,3/1/2019,2,2019
1250157,6,od,3/1/2019,2,2019
1242286,6,od,3/1/2019,2,2019
1235019,6,od,3/1/2019,2,2019
1234373,6,od,3/1/2019,2,2019
1230739,6,od,3/1/2019,2,2019
1260772,6,od,3/1/2019,2,2019
1261923,6,od,3/1/2019,2,2019
1263060,6,od,3/1/2019,2,2019
1263989,6,od,3/1/2019,2,2019
1258575,6,od,3/1/2019,2,2019
1257255,6,od,3/1/2019,2,2019
1259997,6,od,3/1/2019,2,2019
1273984,6,od,3/1/2019,2,2019
1273891,6,od,3/1/2019,2,2019
21743005724224,6,od,3/1/2019,2,2019
1271170,6,od,3/1/2019,2,2019
1266414,6,od,3/1/2019,2,2019
1139778,6,od,3/1/2019,2,2019
1122232,6,od,3/1/2019,2,2019
1122659,6,od,3/1/2019,2,2019
1137102,6,od,3/1/2019,2,2019
1186050,6,od,3/1/2019,2,2019
1161244,6,od,3/1/2019,2,2019
1159067,6,od,3/1/2019,2,2019
1218257,6,od,3/1/2019,2,2019
1217547,6,od,3/1/2019,2,2019
1219875,6,od,3/1/2019,2,2019
1223827,6,od,3/1/2019,2,2019
1200431,6,od,3/1/2019,2,2019
1192057,6,od,3/1/2019,2,2019
1204286,6,od,3/1/2019,2,2019
1211352,6,od,3/1/2019,2,2019
1087261,6,od,3/1/2019,2,2019
1110873,6,od,3/1/2019,2,2019
1113221,6,od,3/1/2019,2,2019
1059021,6,od,3/1/2019,2,2019
1048585,6,od,3/1/2019,2,2019
1049689,6,od,3/1/2019,2,2019
1062726,6,od,3/1/2019,2,2019
1061686,6,od,3/1/2019,2,2019
1027790,6,od,3/1/2019,2,2019
1026560,6,od,3/1/2019,2,2019
1024758,6,od,3/1/2019,2,2019
1044441,6,od,3/1/2019,2,2019
1041952,6,od,3/1/2019,2,2019
1037078,6,od,3/1/2019,2,2019
1039686,6,od,3/1/2019,2,2019
1038474,6,od,3/1/2019,2,2019
1276861,6,od,3/1/2019,2,2019
1009519,6,od,3/1/2019,2,2019
1274718,6,od,3/1/2019,2,2019
1276135,6,od,3/1/2019,2,2019
1276626,6,od,3/1/2019,2,2019
1276118,6,od,3/1/2019,2,2019
1276346,6,od,3/1/2019,2,2019
1275652,5,od,3/1/2019,2,2019
1276619,5,od,3/1/2019,2,2019
1276523,5,od,3/1/2019,2,2019
1276611,5,od,3/1/2019,2,2019
1274841,5,od,3/1/2019,2,2019
1275009,5,od,3/1/2019,2,2019
1018643,5,od,3/1/2019,2,2019
1276970,5,od,3/1/2019,2,2019
1027680,5,od,3/1/2019,2,2019
1059169,5,od,3/1/2019,2,2019
1063464,5,od,3/1/2019,2,2019
1051269,5,od,3/1/2019,2,2019
1113006,5,od,3/1/2019,2,2019
1112204,5,od,3/1/2019,2,2019
1113340,5,od,3/1/2019,2,2019
1111821,5,od,3/1/2019,2,2019
1101961,5,od,3/1/2019,2,2019
1100063,5,od,3/1/2019,2,2019
1095897,5,od,3/1/2019,2,2019
1090688,5,od,3/1/2019,2,2019
1082973,5,od,3/1/2019,2,2019
1081439,5,od,3/1/2019,2,2019
1075508,5,od,3/1/2019,2,2019
1075017,5,od,3/1/2019,2,2019
1074753,5,od,3/1/2019,2,2019
1078386,5,od,3/1/2019,2,2019
1072868,5,od,3/1/2019,2,2019
1209387,5,od,3/1/2019,2,2019
1208123,5,od,3/1/2019,2,2019
1205649,5,od,3/1/2019,2,2019
1199909,5,od,3/1/2019,2,2019
1190328,5,od,3/1/2019,2,2019
1189440,5,od,3/1/2019,2,2019
1198036,5,od,3/1/2019,2,2019
1221373,5,od,3/1/2019,2,2019
1228886,5,od,3/1/2019,2,2019
1213651,5,od,3/1/2019,2,2019
1157829,5,od,3/1/2019,2,2019
1156962,5,od,3/1/2019,2,2019
1160290,5,od,3/1/2019,2,2019
1168856,5,od,3/1/2019,2,2019
1170607,5,od,3/1/2019,2,2019
1170504,5,od,3/1/2019,2,2019
1174486,5,od,3/1/2019,2,2019
1132273,5,od,3/1/2019,2,2019
1129547,5,od,3/1/2019,2,2019
1130409,5,od,3/1/2019,2,2019
1143017,5,od,3/1/2019,2,2019
1138014,5,od,3/1/2019,2,2019
1146192,5,od,3/1/2019,2,2019
1145607,5,od,3/1/2019,2,2019
1145305,5,od,3/1/2019,2,2019
1156018,5,od,3/1/2019,2,2019
1265296,5,od,3/1/2019,2,2019
1267930,5,od,3/1/2019,2,2019
1270534,5,od,3/1/2019,2,2019
1270450,5,od,3/1/2019,2,2019
1268609,5,od,3/1/2019,2,2019
1268595,5,od,3/1/2019,2,2019
1268262,5,od,3/1/2019,2,2019
1272190,5,od,3/1/2019,2,2019
1274303,5,od,3/1/2019,2,2019
1274389,5,od,3/1/2019,2,2019
1274123,5,od,3/1/2019,2,2019
1259912,5,od,3/1/2019,2,2019
1260413,5,od,3/1/2019,2,2019
1258849,5,od,3/1/2019,2,2019
1257362,5,od,3/1/2019,2,2019
1258049,5,od,3/1/2019,2,2019
1261538,5,od,3/1/2019,2,2019
1262811,5,od,3/1/2019,2,2019
1262276,5,od,3/1/2019,2,2019
1261684,5,od,3/1/2019,2,2019
1231336,5,od,3/1/2019,2,2019
1232123,5,od,3/1/2019,2,2019
1232651,5,od,3/1/2019,2,2019
1242215,5,od,3/1/2019,2,2019
1241844,5,od,3/1/2019,2,2019
1241121,5,od,3/1/2019,2,2019
1239095,5,od,3/1/2019,2,2019
1238642,5,od,3/1/2019,2,2019
1249000,5,od,3/1/2019,2,2019
1244945,5,od,3/1/2019,2,2019
1245988,5,od,3/1/2019,2,2019
1245763,5,od,3/1/2019,2,2019
1245758,5,od,3/1/2019,2,2019
1252007,5,od,3/1/2019,2,2019
1253133,5,od,3/1/2019,2,2019
1255520,5,od,3/1/2019,2,2019
1255142,5,od,3/1/2019,2,2019
21743005523907,5,od,3/1/2019,2,2019
21743005557822,5,od,3/1/2019,2,2019
