P BARCODE,P TYPE,HOME LIBR,RECORD #
"21743004786174","2","m","p12113190"
"21743004842407","0","r","p12113281"
"21743004672374","0","m","p12113529"
"21743004701934","6","l","p12113621"
"21743004783072","0","r","p12113803"
"21743004098521","0","r","p12114625"
"21743004783221","0","r","p12114637"
"21743004841987","0","r","p12114832"
"21743004781415","0","r","p12114959"
"21743004783403","0","r","p12115617"
"21743004731253","0","m","p12116798"
"21743004810958","19","l","p12116828"
"21743005489679","0","m","p12117377"
"21743004101911","2","m","p12117882"
"21743004828836","0","r","p12118412"
"21743004843314","0","r","p12121149"
"21743004780748","0","r","p12124485"
"21743004782363","0","c","p1212459x"
"21743004842423","0","r","p12125039"
"21743004809802","4","m","p12125246"
"21743004658514","4","g","p12125453"
"21743004794343","0","a","p12125933"
"21743004809034","0","m","p12126512"
"21743004842902","0","r","p12127292"
"21743004813424","1","r","p12127693"
"21743004794673","0","a","p12127929"
"21743004673349","2","m","p12128570"
"21743004090908","1","m","p12128697"
"21743004814703","0","r","p12129835"
"21743004815247","0","r","p12131532"
"21743005236872","0","m","p12132056"
"21743004785937","4","g","p12132123"
"21743004105086","2","m","p12133085"
"21743004628905","0","r","p12133103"
"21743004856498","2","m","p12133541"
"21743004105169","2","m","p12134442"
"21743005574835","2","m","p12134661"
"21743004841276","3","r","p12134764"
"21743004854329","0","m","p12135045"
"21743004099024","0","r","p12135136"
"21743004854394","0","m","p12135240"
"21743005402482","3","a","p12135410"
"21743005555610","0","m","p12136128"
"21743004855904","0","m","p12136517"
"21743004841565","0","r","p1213658x"
"21743004685624","4","g","p12136633"
"21743004809299","2","m","p12137601"
"21743004877270","2","m","p12138320"
"21743004854055","0","m","p12138514"
"21743004782561","2","r","p1213854x"
"21743004105383","2","m","p12140739"
"21743004841367","0","r","p12140788"
"21743004837126","0","r","p12141057"
"21743004050670","0","c","p12141276"
"21743004634333","4","g","p12141483"
"21743004814513","3","r","p12142189"
"21743004854659","2","m","p12142311"
"21743004853628","3","m","p12143145"
"21743005665492","0","c","p12143388"
"21743004816294","0","r","p12143522"
"21743004826681","6","l","p12144125"
"21743004816534","4","r","p12145488"
"21743004812236","6","l","p12145683"
"21743004812152","6","l","p12146079"
"21743005390422","0","c","p12146626"
"21743004852885","2","m","p12147941"
"21743004655288","6","l","p12149123"
"21743004804787","0","r","p12149573"
"21743004804548","0","r","p12149627"
"21743004889671","0","m","p12152353"
"21743004839882","14","g","p12152377"
"21743004642559","1","a","p12152602"
"21743004642617","2","a","p12152675"
"21743005160213","19","m","p12154210"
"21743004012043","8","c","p12154659"
"21743004103131","2","m","p12155470"
"21743004104089","2","m","p12155858"
"21743004103016","2","m","p12156826"
"21743004890844","2","m","p12156899"
"21743004100681","2","m","p12157004"
"21743004629036","0","r","p12158173"
"21743004806238","0","r","p12158240"
"21743004100954","0","m","p12158653"
"21743004839387","0","c","p12158860"
"21743004052874","0","c","p12158987"
"21743005643408","6","l","p12159451"
"21743004808291","0","r","p12159645"
"21743004101010","19","m","p12160222"
"21743004683553","0","c","p12162437"
"21743005226121","0","drive","p12163594"
"21743004806394","0","r","p12163715"
"21743005374350","2","r","p12165207"
"21743005232889","7","m","p12165293"
"21743004891099","0","m","p12165657"
"21743004821492","0","r","p12165839"
"21743004681797","0","c","p12165955"
"21743005355037","5","g","p12167009"
"21743004806204","8","c","p12167381"
"21743004851648","10","m","p1216754x"
"21743005469382","0","m","p12169316"
"21743004850418","2","m","p12169432"
"21743004882726","0","c","p12170148"
"21743005563291","1","r","p12170331"
"21743004678801","2","m","p12170823"
"21743004972865","1","r","p12170999"
"21743004850392","2","m","p12171244"
"21743004837811","2","r","p12171463"
"21743004882189","0","r","p12172364"
"21743004972345","0","r","p12172388"
"21743004603825","8","n","p12172546"
"21743004882718","0","r","p12173605"
"21743004972535","0","r","p12173617"
"21743004876306","2","a","p12173861"
"21743004882197","1","r","p12174191"
"21743004808036","0","r","p12174762"
"21743005699368","1","r","p12174786"
"21743004822060","1","r","p1217547x"
"21743004679536","2","a","p12176138"
"21743004849865","2","m","p12176722"
"21743004805677","0","r","p12177015"
"21743004972501","0","r","p12177416"
"21743004548426","8","n","p1217807x"
"21743004655635","6","l","p12179565"
"21743004883310","0","r","p1218035x"
"21743005537840","0","m","p12180841"
"21743003781085","18","m","p12181493"
"21743004883658","12","r","p12182576"
"21743004846697","2","m","p12182606"
"21743004902722","0","m","p12182886"
"21743004845475","2","m","p12183945"
"21743004822755","0","r","p1218505x"
"21743004902755","2","m","p12185371"
"21743004880589","0","r","p12185504"
"21743004881348","0","r","p12185656"
"21743005206164","0","c","p12185954"
"21743004632840","4","g","p12186016"
"21743004823043","0","r","p12186107"
"21743004913596","0","c","p12186971"
"21743004913570","0","c","p12187161"
"21743004845921","2","m","p12188700"
"21743004657276","6","l","p12189066"
"21743004907267","15","m","p12191760"
"21743004846473","2","c","p12191814"
"21743004679866","0","a","p1219234x"
"21743005556964","2","a","p12192351"
"21743004873402","2","a","p12192569"
"21743004964565","0","drive","p12192582"
"21743004823118","0","c","p12193653"
"21743004907770","0","m","p12193902"
"21743004867495","0","x","p12194505"
"21743004966032","2","m","p1219492x"
"21743004645479","9","n","p1219749x"
"21743004848339","2","m","p12197579"
"21743004861258","0","x","p12197816"
"21743004104360","10","s","p12198754"
"21743004884797","0","r","p12199205"
"21743004909008","0","m","p12200001"
"21743004885372","0","r","p12200293"
"21743004913752","0","c","p12200530"
"21743004847950","0","m","p12201078"
"21743005054861","6","l","p1220173x"
"21743004681623","6","c","p12201868"
"21743004885760","0","r","p12202630"
"21743004924007","0","c","p12202708"
"21743005526462","1","c","p12202782"
"21743004911582","0","c","p12202800"
"21743005455662","0","c","p1220285x"
"21743004680062","0","a","p12203051"
"21743004836656","0","a","p12203063"
"21743004636361","8","c","p12203142"
"21743004885679","0","drive","p1220397x"
"21743005372628","2","g","p12204304"
"21743004911459","0","c","p12204596"
"21743005000823","0","c","p12207640"
"21743004822268","3","r","p12207949"
"21743004912002","1","c","p12208024"
"21743004907978","2","m","p12208541"
"21743005663281","0","c","p12209028"
"21743004963583","0","m","p12211394"
"21743004905402","13","m","p12211771"
"21743004886099","0","r","p12211783"
"21743004825915","6","l","p12212222"
"21743004916565","0","m","p12212271"
"21743004823308","0","r","p12213329"
"21743005337902","6","r","p12213731"
"21743004915849","2","m","p12213871"
"21743004910832","0","c","p12214784"
"21743004887758","0","r","p1221565x"
"21743004925251","0","c","p12215934"
"21743004913398","0","c","p12216744"
"21743004915781","2","m","p12216793"
"21743004833026","1","r","p12216835"
"21743004872453","6","l","p12217128"
"21743005326228","1","c","p12217414"
"21743005027982","2","m","p12217451"
"21743004960464","19","r","p12217645"
"21743004887733","0","r","p1221775x"
"21743004915732","2","m","p12218443"
"21743005720156","3","m","p1221906x"
"21743004992210","1","c","p12220553"
"21743004991220","0","c","p1222148x"
"21743004960712","0","r","p12221661"
"21743005669452","0","drive","p12221739"
"21743004885364","1","r","p12223700"
"21743004916342","0","m","p12223852"
"21743005217427","0","drive","p12224534"
"21743004917696","2","m","p12225289"
"21743004987236","0","m","p12225733"
"21743004988051","0","m","p12225770"
"21743004833331","0","r","p12226063"
"21743004914719","2","m","p12226452"
"21743004675922","0","s","p12227602"
"21743004979597","6","l","p12228394"
"21743004987491","2","m","p12229027"
"21743005042346","0","c","p12229398"
"21743005042353","0","c","p12229611"
"21743004992319","0","c","p12229623"
"21743003781267","19","r","p12229982"
"21743005477930","0","r","p12230960"
"21743005029996","1","m","p1223123x"
"21743005480629","0","c","p12231642"
"21743004979290","7","l","p12232191"
"21743004923090","0","c","p12232439"
"21743004797023","10","drive","p12232579"
"21743004826020","6","l","p12232646"
"21743004979225","6","l","p12232658"
"21743005046750","0","m","p12233067"
"21743005046743","0","m","p12233298"
"21743004895967","8","n","p12233766"
"21743005462320","2","drive","p12233821"
"21743004918496","0","a","p12233833"
"21743004797312","0","r","p12233924"
"21743004797155","0","c","p12234217"
"21743005041579","0","c","p1223445x"
"21743004962577","2","r","p12234539"
"21743004835054","0","r","p12235374"
"21743004797676","4","r","p12235489"
"21743004985883","2","m","p12235672"
"21743004992434","0","c","p12236172"
"21743005317920","2","m","p1223624x"
"21743004796660","0","r","p12236470"
"21743005542055","0","r","p12236585"
"21743005046685","2","m","p12238272"
"21743004923421","0","c","p12238387"
"21743004835179","0","r","p12239124"
"21743004799169","8","r","p12240564"
"21743005059233","0","c","p12241489"
"21743005029111","6","m","p12241908"
"21743005037510","0","m","p12242329"
"21743004963708","0","m","p12242767"
"21743005039490","8","c","p12243346"
"21743004835963","0","r","p12244387"
"21743004916144","2","m","p1224451x"
"21743005493382","3","m","p12244557"
"21743005039383","1","c","p12244612"
"21743005038799","0","c","p12244776"
"21743004798930","0","r","p12245495"
"21743004936183","2","m","p12247832"
"21743004935219","2","m","p12248289"
"21743005036546","3","m","p12248678"
"21743004934824","0","m","p12249415"
"21743004944393","0","m","p12249890"
"21743004840195","0","r","p1225051x"
"21743004989182","2","m","p12251793"
"21743004961272","0","r","p12251987"
"21743005040340","8","c","p12253492"
"21743004920310","2","a","p12254046"
"21743004961835","0","r","p12254496"
"21743004797940","0","r","p12255646"
"21743004797924","0","r","p12255956"
"21743004798120","1","r","p12256183"
"21743004988374","0","m","p12258209"
"21743005045448","6","m","p12258696"
"21743005145180","0","r","p12259032"
"21743005087671","2","a","p12259081"
"21743004978524","6","l","p12259226"
"21743004096061","0","r","p12259779"
"21743004906293","10","g","p12259834"
"21743005001300","0","c","p12259895"
"21743005040662","0","c","p12259913"
"21743004984944","0","r","p12261087"
"21743004984951","1","r","p12261099"
"21743005146261","0","r","p12262699"
"21743005703004","0","r","p12262936"
"21743004874558","0","a","p1226314x"
"21743004930327","0","c","p12263527"
"21743005044680","2","m","p12264386"
"21743004864351","4","g","p12265494"
"21743004918785","2","a","p12266000"
"21743004893269","6","l","p12266085"
"21743005017041","0","c","p12266176"
"21743005120282","2","m","p12267090"
"21743005096730","0","r","p1226751x"
"21743005043922","6","m","p12268434"
"21743004835518","0","drive","p1226846x"
"21743005144514","0","m","p12268574"
"21743004874624","0","a","p12268665"
"21743004677795","2","s","p12271093"
"21743004932968","0","c","p12272310"
"21743005001110","0","c","p1227236x"
"21743004981940","0","r","p12272887"
"21743005013255","0","c","p12273089"
"21743005144738","1","r","p12273272"
"21743005096458","1","r","p12273284"
"21743005013305","1","c","p12273843"
"21743004945572","2","m","p12274343"
"21743004933149","2","m","p12274446"
"21743005001789","0","c","p12275049"
"21743005013602","0","c","p1227561x"
"21743005588330","0","r","p1227690x"
"21743004998969","0","m","p12279110"
"21743005042775","0","m","p12279122"
"21743000511519","4","g","p12279869"
"21743004543906","0","c","p12281207"
"21743005145750","2","r","p12281438"
"21743004935953","0","m","p12282492"
"21743004894440","6","l","p12284543"
"21743004785770","4","g","p12285316"
"21743005095120","2","r","p12285808"
"21743005477641","0","drive","p12286096"
"21743004946877","2","m","p12286576"
"21743005181821","0","r","p12286679"
"21743005668330","0","r","p12286680"
"21743005014766","0","c","p12286795"
"21743004609343","2","a","p12287039"
"21743004982831","2","r","p12287428"
"21743004981973","0","r","p12287660"
"21743005031984","1","s","p12287908"
"21743004607727","1","s","p12287921"
"21743004986444","0","m","p12288354"
"21743005034889","2","m","p1228886x"
"21743005001870","0","c","p12289280"
"21743005014402","0","c","p12289292"
"21743005183025","0","r","p12289413"
"21743005014881","0","c","p12289929"
"21743005147335","0","r","p12290452"
"21743005014444","0","c","p12290798"
"21743005002696","0","c","p1229102x"
"21743005370846","2","m","p12291377"
"21743005182233","0","r","p12291419"
"21743004957072","2","m","p12291675"
"21743005003579","0","c","p1229259x"
"21743005049028","2","m","p12292795"
"21743005048632","2","m","p12292849"
"21743005293899","3","m","p12292898"
"21743004986618","2","m","p12292977"
"21743005183868","0","drive","p12293362"
"21743005015870","0","c","p12294056"
"21743005183546","0","r","p12294500"
"21743004999330","0","m","p12294603"
"21743004980405","6","l","p12294615"
"21743004859823","6","l","p12294627"
"21743004837522","0","r","p12295279"
"21743004982146","0","r","p12295309"
"21743005182373","1","r","p12295711"
"21743004837464","19","r","p12295875"
"21743005150008","2","a","p1229696x"
"21743005180302","0","r","p12297288"
"21743005016043","0","c","p12297616"
"21743004957734","0","m","p12299054"
"21743004955779","2","m","p12299832"
"21743005048079","2","m","p12299856"
"21743005179890","0","r","p12299868"
"21743005378088","2","r","p12299881"
"21743003885837","2","m","p12299935"
"21743005059316","0","c","p1230069x"
"21743005093315","2","r","p12300846"
"21743005016456","0","c","p12301048"
"21743005150248","0","a","p12301383"
"21743005047857","2","m","p12301814"
"21743005112909","2","m","p12303744"
"21743005190731","0","c","p12304037"
"21743004955704","0","m","p12304384"
"21743004608980","2","a","p12304785"
"21743004872644","6","l","p12304906"
"21743005046990","2","drive","p12305315"
"21743004905204","4","g","p12306514"
"21743005111927","2","m","p1230671x"
"21743005150644","0","a","p12306897"
"21743005002530","0","c","p12307336"
"21743004840252","1","r","p12307397"
"21743004946497","2","m","p12308092"
"21743005002977","0","c","p12310220"
"21743005111190","3","m","p12310396"
"21743004905261","5","g","p12310797"
"21743005192976","0","r","p12312125"
"21743005181532","0","r","p12313361"
"21743004955548","2","r","p12314237"
"21743005189469","0","c","p12315230"
"21743004943239","6","drive","p1231528x"
"21743004904371","4","g","p12315813"
"21743005159777","0","m","p12316076"
"21743005050075","12","m","p1231612x"
"21743005192646","6","r","p12317196"
"21743004954905","6","r","p12317202"
"21743005050117","0","m","p12317913"
"21743005100870","6","r","p12318255"
"21743005113428","2","m","p12318322"
"21743005090485","2","m","p12320237"
"21743005195250","1","r","p12320882"
"21743004838009","1","r","p12320894"
"21743005188107","0","c","p12321230"
"21743005195631","1","r","p12322416"
"21743005195789","0","drive","p12323913"
"21743004953766","5","r","p12324103"
"21743004983623","4","r","p12324644"
"21743005103007","2","a","p12325053"
"21743005149893","0","a","p1232534x"
"21743005147640","2","a","p12325600"
"21743005097514","0","r","p12325697"
"21743005091418","2","m","p12325946"
"21743005195946","0","r","p12326513"
"21743005196001","0","r","p12326781"
"21743005091525","4","g","p12326811"
"21743005161195","4","m","p12326823"
"21743004952693","2","r","p12326872"
"21743005147665","0","a","p12327098"
"21743004676144","1","s","p12327359"
"21743005097209","2","r","p12328376"
"21743005161823","2","m","p12330656"
"21743004953428","0","r","p12330851"
"21743005161930","19","m","p1233117x"
"21743003227543","0","m","p12331533"
"21743005098900","0","r","p12332252"
"21743005163563","2","m","p12332501"
"21743005184841","6","l","p12332951"
"21743003156593","0","r","p12333116"
"21743005162078","2","m","p12333608"
"21743004994182","0","c","p12335319"
"21743005122866","4","g","p12336336"
"21743005130455","0","m","p12337109"
"21743005160858","2","m","p12338072"
"21743005003793","0","c","p12338096"
"21743004929261","6","l","p12338618"
"21743005186333","6","l","p1233862x"
"21743005194360","0","r","p12338977"
"21743005156146","4","g","p12339660"
"21743005161799","0","m","p12341162"
"21743005054358","6","l","p12343195"
"21743005110028","6","m","p12343699"
"21743005190046","0","c","p12343730"
"21743005250857","0","m","p12345210"
"21743004919361","2","a","p12346664"
"21743005092549","0","m","p12347929"
"21743005006002","0","r","p1234803x"
"21743005190483","0","c","p12348090"
"21743005226196","2","m","p12349069"
"21743005526025","1","c","p12349392"
"21743005302898","0","r","p12349549"
"21743005090295","2","m","p12349719"
"21743005185780","6","l","p12349811"
"21743005004866","0","r","p12349884"
"21743004824652","1","drive","p12350199"
"21743005191119","0","c","p12351398"
"21743005191101","1","c","p12351404"
"21743005002852","0","c","p12351428"
"21743005166723","0","r","p12355112"
"21743005118732","2","m","p12356025"
"21743005166368","0","r","p12356086"
"21743005008883","0","r","p12357984"
"21743005101134","1","r","p12358058"
"21743005250030","2","m","p1235868x"
"21743004866786","8","n","p12359531"
"21743004641965","0","r","p12359786"
"21743004950077","0","c","p12359920"
"21743004950309","0","r","p12360065"
"21743005251244","2","m","p12363182"
"21743004949863","0","r","p12364745"
"21743005351796","0","r","p12365695"
"21743005167069","0","r","p12366237"
"21743004546636","9","n","p12366341"
"21743005167168","12","drive","p12366420"
"21743005167077","0","r","p12366535"
"21743005031091","10","s","p12366778"
"21743005166038","0","r","p12367163"
"21743005191671","19","c","p12367898"
"21743005172218","0","c","p12367941"
"21743005251517","0","m","p12368180"
"21743004981650","6","l","p12368830"
"21743005251160","2","m","p12369664"
"21743005625959","3","m","p12370009"
"21743005134960","0","r","p12370666"
"21743005170857","0","r","p12371208"
"21743005153846","0","m","p1237121x"
"21743005250451","0","m","p12371257"
"21743005250899","2","m","p12371658"
"21743004949160","0","r","p12371890"
"21743004937405","0","c","p12372122"
"21743005250469","2","m","p12372468"
"21743004989059","0","m","p12372493"
"21743005163985","1","r","p12373102"
"21743005171020","0","r","p12374337"
"21743005031430","10","s","p12374805"
"21743005148416","0","a","p12375093"
"21743005463815","2","r","p12375494"
"21743005701008","3","r","p12375500"
"21743005288303","3","r","p12375512"
"21743005167465","3","r","p12375524"
"21743005399266","3","r","p12375536"
"21743005148457","0","a","p12375718"
"21743005148358","0","a","p12377119"
"21743005148424","2","a","p12378410"
"21743005556527","0","r","p12379025"
"21743005169347","2","r","p12379165"
"21743005163936","0","r","p12379311"
"21743005081831","4","g","p12380180"
"21743004951034","0","r","p12382760"
"21743005203229","6","l","p12383065"
"21743005677406","1","r","p12384525"
"21743004927364","6","l","p12384847"
"21743005175658","0","c","p12385128"
"21743005257381","2","m","p12385712"
"21743005267612","0","r","p1238592x"
"21743005154703","0","m","p1238642x"
"21743005388608","0","c","p12387265"
"21743005154778","0","m","p12387368"
"21743005266663","0","r","p12387587"
"21743005084835","2","a","p12387897"
"21743005266721","0","r","p12388026"
"21743005154356","0","m","p12388750"
"21743005207816","1","c","p12389559"
"21743005437892","0","c","p12390318"
"21743002424612","0","r","p12390409"
"21743004994455","0","c","p12390914"
"21743005024013","2","r","p12390951"
"21743004865697","8","n","p12391244"
"21743005266333","0","r","p1239175x"
"21743004968293","4","g","p12391876"
"21743005258025","0","m","p12392704"
"21743004863106","4","g","p12392996"
"21743005179742","2","a","p12393599"
"21743005266077","2","r","p12394907"
"21743005024740","0","r","p12395225"
"21743005088547","2","a","p1239533x"
"21743005152855","0","m","p12396667"
"21743005265913","0","r","p12396850"
"21743005023387","0","r","p12397829"
"21743005152772","0","m","p12397969"
"21743005055520","0","r","p12398238"
"21743005148747","0","a","p12399267"
"21743005022801","5","r","p12399516"
"21743005024872","0","r","p12399838"
"21743005152236","0","m","p12400671"
"21743005134887","0","r","p12400816"
"21743005174784","8","c","p12401699"
"21743004937918","0","c","p12404317"
"21743005022991","4","r","p12404767"
"21743005131206","1","r","p12404925"
"21743004676912","10","s","p12405097"
"21743004994737","0","c","p12405152"
"21743005179304","0","a","p12405255"
"21743005025044","0","r","p12405553"
"21743005265434","0","r","p12406624"
"21743004994067","1","c","p12406831"
"21743005021720","0","r","p12408220"
"21743004676904","10","s","p12408335"
"21743005222906","0","m","p12408426"
"21743005265723","2","r","p12409182"
"21743005025457","0","r","p12409881"
"21743005131792","0","r","p12410238"
"21743005252077","2","m","p12411073"
"21743005252556","6","m","p12411218"
"21743005252069","2","m","p1241122x"
"21743005252317","2","m","p12412776"
"21743005700810","10","m","p12413240"
"21743005223318","2","m","p1241329x"
"21743005179254","2","a","p12413446"
"21743005224142","0","m","p12415108"
"21743005085279","2","a","p12417488"
"21743005252382","0","m","p12417798"
"21743005222203","0","m","p12418444"
"21743005218417","0","r","p12418456"
"21743005130810","0","r","p12419126"
"21743005124169","4","g","p12419424"
"21743004746285","10","s","p12420360"
"21743005272786","0","r","p12420748"
"21743005219910","0","r","p12421121"
"21743005218961","0","r","p12422150"
"21743005296041","0","m","p12422770"
"21743005179502","19","a","p12422861"
"21743005224381","2","m","p12423713"
"21743005272901","2","r","p12424468"
"21743005133418","0","r","p1242531x"
"21743004507208","0","s","p12425886"
"21743005085477","0","a","p1242612x"
"21743005178934","2","a","p12426180"
"21743005296264","4","m","p12426878"
"21743004609046","1","a","p12427111"
"21743005132170","0","r","p12429478"
"21743005269964","0","r","p12430791"
"21743005216346","0","r","p12431102"
"21743005668132","3","m","p12432490"
"21743005216528","0","r","p12433639"
"21743005270111","0","r","p12434632"
"21743005216635","0","r","p12434644"
"21743005308861","12","m","p12434656"
"21743005237896","19","m","p12434796"
"21743005307426","0","drive","p12435119"
"21743005233135","6","l","p12435624"
"21743005346077","3","m","p12435946"
"21743005216569","0","r","p12437037"
"21743005101746","0","a","p12437645"
"21743005238142","2","m","p12437761"
"21743005270087","0","r","p12437979"
"21743005346432","2","m","p1243808x"
"21743005238340","2","m","p12438315"
"21743005108071","0","c","p12438637"
"21743004546313","8","n","p12439174"
"21743005010343","8","n","p12439356"
"21743005270095","1","r","p1243937x"
"21743005269881","0","r","p1244036x"
"21743005293873","2","m","p12441089"
"21743005347885","2","m","p12441156"
"21743005103171","0","a","p12441442"
"21743004995916","0","c","p12441545"
"21743004996492","0","c","p12442185"
"21743005528963","4","g","p12442343"
"21743005346747","0","m","p12442392"
"21743005102652","2","a","p12442495"
"21743003083318","10","r","p12443876"
"21743005201108","6","l","p12444376"
"21743005114947","7","l","p12444388"
"21743005308440","1","r","p12445162"
"21743005199054","0","r","p12445939"
"21743005270806","5","r","p12446725"
"21743005209820","0","g","p12446786"
"21743005200043","1","r","p12446890"
"21743005200027","2","r","p12447122"
"21743004996120","2","c","p12447304"
"21743005269865","0","r","p12447419"
"21743004632683","4","g","p12447778"
"21743005233838","6","l","p12449453"
"21743003990934","4","g","p12449714"
"21743005348040","2","m","p12450005"
"21743002757094","0","r","p12450133"
"21743005240528","2","m","p12450534"
"21743005272141","0","r","p12452403"
"21743005196829","0","r","p12452476"
"21743005196431","0","r","p12452671"
"21743005333828","0","m","p12452889"
"21743005348974","2","m","p12452919"
"21743005176318","0","x","p12452944"
"21743005197629","0","r","p1245378x"
"21743005236831","2","m","p12454199"
"21743005305628","0","r","p12456044"
"21743005209028","0","c","p12456196"
"21743005295647","0","m","p1245638x"
"21743005197710","0","r","p12456597"
"21743005238100","0","m","p12457589"
"21743005177266","0","a","p12457607"
"21743005342803","0","c","p12457632"
"21743005061890","0","c","p12459148"
"21743005236575","2","m","p12459884"
"21743005197116","0","r","p12459987"
"21743005197066","0","r","p12460369"
"21743005211172","12","c","p12460916"
"21743005353859","0","r","p12461118"
"21743005197363","0","r","p12461209"
"21743005237664","0","m","p12461349"
"21743005306584","0","r","p12461350"
"21743005237078","2","m","p12461714"
"21743005351077","19","r","p12462810"
"21743005018494","9","x","p12463127"
"21743005351275","0","r","p1246319x"
"21743005119144","2","m","p12463243"
"21743005239066","8","n","p12463310"
"21743005350798","0","r","p12463760"
"21743005109152","0","c","p12464132"
"21743005353958","0","r","p12464314"
"21743005236971","0","m","p12464946"
"21743005240338","0","m","p12465513"
"21743005086129","0","a","p12466062"
"21743005200167","6","l","p12466268"
"21743005350061","1","r","p12468885"
"21743005270343","4","r","p12469294"
"21743005359484","0","m","p12469956"
"21743005033444","1","s","p12470302"
"21743004865465","0","drive","p12470648"
"21743005350129","0","r","p12471069"
"21743005272091","0","r","p12471070"
"21743005263058","1","r","p12471458"
"21743005059605","2","c","p12471604"
"21743005358643","2","m","p12471641"
"21743005177217","2","a","p12472360"
"21743005197488","0","r","p12472463"
"21743005177225","2","a","p12473017"
"21743005359872","2","m","p12473418"
"21743005197439","0","r","p12473650"
"21743005197447","0","r","p12474125"
"21743005272083","0","r","p12474447"
"21743005301718","0","r","p12476274"
"21743005303326","1","r","p12476389"
"21743005352919","1","r","p12476894"
"21743005264411","0","r","p12476973"
"21743005230446","6","l","p12477308"
"21743005176599","0","a","p12477539"
"21743005460142","2","m","p12477709"
"21743005356514","4","g","p12478064"
"21743005215249","0","r","p12478131"
"21743005211693","0","c","p12478593"
"21743005324827","2","m","p12478817"
"21743005107651","1","c","p12478970"
"21743005322136","0","m","p12479305"
"21743005269410","0","r","p12479731"
"21743005325592","2","m","p12479962"
"21743005360052","2","m","p12480575"
"21743005359617","2","m","p12480605"
"21743005177738","3","a","p12481208"
"21743005322714","2","m","p12481464"
"21743005361712","0","m","p12482055"
"21743005323233","7","m","p12482213"
"21743005323126","1","m","p12482249"
"21743005215033","0","r","p12482481"
"21743005361969","2","m","p12482626"
"21743005324835","3","m","p12482845"
"21743005230206","6","l","p12482894"
"21743005356811","4","g","p12483643"
"21743005322656","2","m","p1248376x"
"21743005360912","2","m","p12484830"
"21743005009170","8","n","p1248491x"
"21743005121942","2","m","p12485512"
"21743005361811","19","m","p12486188"
"21743005360292","2","m","p12486681"
"21743005212543","2","r","p12486760"
"21743005244199","0","r","p12487259"
"21743005322318","3","m","p12487399"
"21743005263496","0","r","p12487788"
"21743005322508","2","m","p12487934"
"21743005322532","0","m","p12487958"
"21743005533716","2","m","p1248815x"
"21743005207279","1","c","p12488707"
"21743005062807","1","c","p12488720"
"21743005126362","5","g","p12488732"
"21743005302641","0","r","p12488811"
"21743005264825","0","r","p12488823"
"21743005105663","1","c","p12488914"
"21743005320007","3","a","p12489396"
"21743005212469","1","r","p12489438"
"21743005490578","2","m","p12489566"
"21743005361910","0","m","p12490003"
"21743005304027","0","r","p12490040"
"21743005277744","5","g","p12490155"
"21743005215710","1","r","p12491408"
"21743005306527","0","r","p12492012"
"21743005262811","0","r","p12492188"
"21743005062849","0","c","p12492437"
"21743005084108","4","g","p12492656"
"21743004866323","8","n","p12493053"
"21743005176532","2","a","p12493144"
"21743005204193","1","c","p1249317x"
"21743005063284","1","c","p12493181"
"21743005204391","0","c","p12493211"
"21743005262910","0","r","p12493430"
"21743005216114","1","r","p12493843"
"21743005364633","2","m","p12494045"
"21743005062997","1","c","p12494070"
"21743005086574","2","a","p12494148"
"21743005229661","6","l","p12494276"
"21743005212758","2","r","p12494963"
"21743005216155","0","r","p12495517"
"21743005138912","3","m","p12495736"
"21743005364526","3","m","p12495748"
"21743005212733","0","r","p12495918"
"21743005337159","2","m","p12496078"
"21743005215116","0","r","p12496145"
"21743005325808","19","s","p12496376"
"21743005087234","3","a","p12496601"
"21743004999819","1","m","p12497630"
"21743005084058","4","g","p12498531"
"21743005270517","0","r","p12498567"
"21743005241799","0","r","p12498798"
"21743005462098","0","a","p12499195"
"21743005142112","0","c","p12499444"
"21743005138862","0","m","p12499687"
"21743005062526","0","c","p12499717"
"21743005337449","19","m","p12499808"
"21743005305305","5","r","p12500094"
"21743005337498","2","m","p12500136"
"21743005212998","6","r","p12500197"
"21743005337472","2","m","p12500331"
"21743005321229","3","a","p1250127x"
"21743005087259","2","a","p12501293"
"21743005321302","2","a","p12501554"
"21743005204789","0","c","p12501578"
"21743005360466","2","m","p12501682"
"21743004939369","0","c","p12501773"
"21743005122262","0","r","p12502285"
"21743005056122","0","c","p12502893"
"21743005373584","0","m","p12503149"
"21743005178488","2","a","p12503952"
"21743005012091","8","n","p12504105"
"21743005290218","19","r","p12504154"
"21743005177134","2","a","p12505420"
"21743005241948","13","r","p12505444"
"21743005288030","2","m","p12505675"
"21743005204862","0","c","p12505845"
"21743005333273","0","r","p12505882"
"21743005321203","2","a","p12506527"
"21743005235155","6","l","p12506655"
"21743005332952","2","r","p12506898"
"21743005331590","0","r","p12507210"
"21743005262522","11","r","p12507696"
"21743005213269","0","r","p12508196"
"21743005333216","0","r","p12508305"
"21743005358353","2","m","p12508627"
"21743005330964","0","r","p12508901"
"21743005060132","0","c","p12510117"
"21743005141916","0","c","p1251052x"
"21743005261417","2","r","p12510841"
"21743005372107","2","m","p12510956"
"21743005336144","0","m","p12511298"
"21743005122031","1","m","p12511316"
"21743005335872","2","m","p1251150x"
"21743005302534","1","r","p12511596"
"21743005241369","0","drive","p12512837"
"21743005336227","2","m","p12512898"
"21743005206693","0","c","p12513015"
