P BARCODE,P TYPE,HOME LIBR,RECORD #
"21743004877320","0","a","p11221471"
"21743003084746","4","g","p11222323"
"21743005057278","0","c","p11222943"
"21743004015848","2","m","p11222980"
"21743005075825","2","a","p11223881"
"21743004027694","6","r","p11225932"
"21743004005906","6","l","p1122597x"
"21743002426674","0","l","p11226596"
"21743002691475","6","l","p11233692"
"21743004049755","0","c","p11233928"
"21743002878254","0","r","p11235342"
"21743004031944","2","r","p11236097"
"21743003262771","0","r","p11237582"
"21743004706891","2","m","p11238549"
"21743004087425","0","r","p11241330"
"21743002920262","0","c","p11242073"
"21743002382703","0","r","p11243089"
"21743003265261","2","a","p1124396x"
"21743003762937","0","s","p11244422"
"21743003316965","0","r","p11245177"
"21743002684603","0","m","p11249067"
"21743004087292","2","r","p11249316"
"21743002697654","4","g","p11249560"
"21743002426245","6","l","p11250719"
"21743003959665","0","m","p11253009"
"21743004564886","2","m","p1125533x"
"21743004513438","6","m","p11256126"
"21743005202528","6","l","p11262357"
"21743003980422","0","r","p11267768"
"21743004839742","0","c","p1126777x"
"21743005691233","8","m","p11269406"
"21743002738169","0","c","p11271127"
"21743003016540","0","m","p11274463"
"21743003019007","2","m","p11274542"
"21743003978616","0","r","p11277816"
"21743002726909","0","r","p11279837"
"21743003763588","0","s","p11280049"
"21743003056900","0","r","p11281480"
"21743002949634","4","g","p11284456"
"21743003056124","0","r","p11285679"
"21743004993614","0","c","p11286349"
"21743002693638","4","g","p11288152"
"21743003065414","0","r","p11292453"
"21743002744241","0","m","p11295478"
"21743004003604","4","g","p11295843"
"21743003900065","2","r","p11296501"
"21743003061132","0","r","p11300322"
"21743003968716","6","m","p11304091"
"21743005109707","8","n","p11304613"
"21743003045473","8","n","p11304625"
"21743005659115","2","a","p11305848"
"21743002704401","6","l","p11307547"
"21743002940740","0","r","p11308084"
"21743004020517","0","r","p11310066"
"21743005488184","0","m","p1131011x"
"21743004031860","0","m","p11313626"
"21743003027653","6","l","p1131445x"
"21743003027091","6","l","p11314746"
"21743004036141","2","m","p11314837"
"21743005479514","6","a","p11316846"
"21743005379367","0","m","p11317474"
"21743004022992","8","n","p11317978"
"21743002975555","0","l","p11318715"
"21743005484936","0","m","p11319173"
"21743002735769","0","c","p11322731"
"21743002910123","0","m","p11323012"
"21743003078789","0","m","p11330430"
"21743005171616","9","m","p11330983"
"21743005266598","8","m","p11330995"
"21743004799888","0","r","p11332840"
"21743004030763","0","r","p11334630"
"21743005296637","2","m","p11336286"
"21743004733309","0","m","p11340186"
"21743003984523","2","a","p11342109"
"21743003073681","8","n","p11342699"
"21743003109733","0","r","p11343308"
"21743003996931","0","r","p11344611"
"21743002945103","0","c","p11345172"
"21743002093086","0","x","p11345391"
"21743003108412","0","r","p11347119"
"21743005378443","0","r","p11350088"
"21743003106242","0","r","p11351640"
"21743003106309","0","r","p11351986"
"21743003995990","0","r","p11354355"
"21743002947588","0","r","p11354719"
"21743003113495","0","a","p11357344"
"21743003099918","0","r","p11359560"
"21743005203096","6","l","p11359808"
"21743002593788","0","s","p11360124"
"21743005437074","0","r","p11361396"
"21743003082112","4","g","p11362042"
"21743003137825","6","l","p11363356"
"21743003073830","0","m","p11367489"
"21743004565750","0","r","p11369097"
"21743005541941","0","r","p1137102x"
"21743004732202","2","a","p11372977"
"21743004001780","0","r","p11377550"
"21743003117520","2","m","p11380020"
"21743005466875","0","r","p11380147"
"21743005597042","2","m","p11383902"
"21743002979037","6","l","p11383975"
"21743005664487","0","c","p11387373"
"21743005379516","0","a","p11390530"
"21743003230042","19","m","p11394341"
"21743003139102","0","r","p1139495x"
"21743003406014","0","r","p11397780"
"21743004791869","6","l","p11397822"
"21743004001251","0","c","p11398498"
"21743003405438","0","r","p11399521"
"21743004577466","0","r","p11400560"
"21743003994225","0","r","p11403342"
"21743003037744","0","r","p11406598"
"21743004098224","8","n","p11407918"
"21743003038122","6","r","p11408030"
"21743003994217","6","a","p1140906x"
"21743004698361","2","m","p11409642"
"21743003406444","0","r","p11412185"
"21743003189511","4","m","p11413098"
"21743003002854","0","c","p1141327x"
"21743005198205","0","m","p11413657"
"21743002993665","0","s","p11414133"
"21743003188653","2","c","p11414571"
"21743004019139","0","r","p11415393"
"21743004032967","2","m","p11417018"
"21743003368727","0","r","p11417894"
"21743004828257","6","l","p11417961"
"21743005103338","2","a","p11419027"
"21743003157971","0","c","p11420571"
"21743004041166","4","r","p11421393"
"21743003151032","0","r","p11422075"
"21743004095303","6","l","p11422245"
"21743004563219","0","m","p11425039"
"21743004035994","0","r","p11425313"
"21743003374444","2","m","p11425374"
"21743004733978","2","a","p11427735"
"21743004045886","0","c","p11427802"
"21743005058151","2","a","p1142977x"
"21743003365533","0","r","p11430175"
"21743004812780","0","r","p11430382"
"21743005564489","0","r","p11432998"
"21743005031539","0","s","p11434089"
"21743003389871","0","m","p11434831"
"21743005140082","2","a","p1143515x"
"21743003391257","0","r","p11438216"
"21743005558317","0","m","p11442190"
"21743003860095","0","m","p11445920"
"21743004847356","0","m","p11447242"
"21743003235728","0","m","p11448106"
"21743002983435","6","l","p11449755"
"21743005600630","5","g","p11450332"
"21743005268412","0","r","p11453059"
"21743005024963","2","a","p11455317"
"21743004003828","14","g","p11455998"
"21743003394392","2","m","p11456073"
"21743003210408","2","r","p11456796"
"21743003453222","0","r","p11457211"
"21743004037909","0","c","p11458574"
"21743004039756","0","r","p11459372"
"21743003412756","0","m","p11461925"
"21743005345483","0","c","p11464847"
"21743003414968","2","m","p11465190"
"21743003386760","0","c","p11468804"
"21743003397445","1","r","p11469134"
"21743004814893","1","r","p11470318"
"21743003360963","0","c","p1147533x"
"21743005691548","6","m","p11477829"
"21743003414737","0","m","p11477994"
"21743005698956","2","a","p11478998"
"21743004033544","4","g","p11479917"
"21743003742079","6","l","p11482035"
"21743003455342","2","a","p11484652"
"21743005202445","6","l","p1148522x"
"21743003166683","0","c","p11491498"
"21743003417557","2","r","p11492028"
"21743005602024","0","r","p11492156"
"21743003417706","2","r","p11492922"
"21743004093134","0","r","p1149346x"
"21743004806659","0","r","p11496782"
"21743003507944","0","m","p11498511"
"21743003419405","0","r","p11499102"
"21743003512191","0","m","p11502861"
"21743003506995","8","n","p11504778"
"21743004697827","0","r","p11505357"
"21743005430590","2","m","p11505667"
"21743003426954","2","m","p11507299"
"21743003508611","2","m","p11507305"
"21743003509213","0","m","p11508814"
"21743004055794","0","m","p1150934x"
"21743003239035","0","m","p11509405"
"21743003508140","0","m","p11509430"
"21743003430469","0","s","p11510766"
"21743004937561","0","c","p11511138"
"21743003427069","2","m","p11513780"
"21743003437795","0","r","p11515685"
"21743005195623","0","r","p11516422"
"21743005184155","4","g","p11517657"
"21743004838033","0","r","p11517888"
"21743004009072","4","g","p11518765"
"21743003230836","0","r","p11519848"
"21743003231362","0","r","p1151999x"
"21743003994001","6","m","p11521521"
"21743003440567","2","m","p11521703"
"21743004998506","2","a","p11521788"
"21743005136460","2","m","p11522604"
"21743005002647","0","c","p11522768"
"21743004620100","2","r","p11527511"
"21743003476017","1","r","p11528436"
"21743004078408","0","m","p11529155"
"21743005362389","0","c","p11531022"
"21743003475290","0","r","p11531319"
"21743005212410","0","r","p11531526"
"21743005153218","2","m","p11531629"
"21743003441961","19","m","p11532154"
"21743003488954","0","r","p1153302x"
"21743003960457","0","r","p11534175"
"21743003452133","0","c","p11534308"
"21743003463783","0","m","p11535064"
"21743003451259","0","c","p11540588"
"21743004672713","0","m","p11541295"
"21743003197613","6","l","p11542494"
"21743003481579","0","r","p1154546x"
"21743003234358","0","r","p11545483"
"21743003860780","2","m","p11546992"
"21743003478732","6","l","p11547662"
"21743003481009","0","r","p11551173"
"21743004954707","0","x","p11551355"
"21743003480563","10","r","p11551963"
"21743005523097","0","c","p11552037"
"21743003480126","0","r","p11552554"
"21743003301041","0","r","p11553893"
"21743003201126","6","l","p11554150"
"21743004875951","0","c","p11554289"
"21743003502077","4","g","p11555579"
"21743003486271","0","c","p11555622"
"21743003514486","0","c","p11556614"
"21743005661681","0","m","p11558118"
"21743003462132","2","m","p11559639"
"21743003494226","2","c","p11560186"
"21743003986023","0","r","p11560459"
"21743003986015","0","r","p11560460"
"21743003462223","2","m","p11560757"
"21743003246758","2","m","p11562560"
"21743004036216","0","r","p11563904"
"21743004812624","0","r","p11567326"
"21743004611687","0","r","p11567910"
"21743003500881","0","r","p11569062"
"21743004045043","1","drive","p1156913x"
"21743003492006","0","r","p11569621"
"21743003491834","0","r","p11569700"
"21743003492469","4","g","p11570106"
"21743004007415","4","g","p11570222"
"21743003219078","0","r","p11572218"
"21743003468428","0","a","p11572784"
"21743003519816","8","n","p1157317x"
"21743003220605","0","r","p11574094"
"21743003249141","0","m","p11574367"
"21743003502820","0","r","p11575116"
"21743003202496","6","l","p11576212"
"21743003503117","2","r","p11577149"
"21743004032702","0","r","p11577976"
"21743003545928","2","m","p11578294"
"21743005558671","0","m","p11579493"
"21743005033253","10","s","p11580215"
"21743003327947","2","m","p11585158"
"21743005173455","0","c","p1158516x"
"21743005598149","2","m","p11586308"
"21743004797288","0","r","p11586862"
"21743003541877","0","r","p11587702"
"21743003977675","6","m","p11590671"
"21743002954493","4","g","p11592187"
"21743003978459","0","r","p11592369"
"21743004088670","0","r","p11592606"
"21743003235454","2","a","p11593295"
"21743003235686","0","r","p11593337"
"21743003356441","2","m","p11593994"
"21743003314622","0","c","p1159407x"
"21743003540242","4","r","p1159536x"
"21743003539178","0","r","p11595413"
"21743003993730","3","m","p11595541"
"21743004512034","0","c","p11595929"
"21743003551934","0","m","p11598621"
"21743004041521","0","m","p11600263"
"21743003501509","4","g","p11600494"
"21743003167186","0","c","p11600597"
"21743003236841","0","r","p11600743"
"21743004088837","0","r","p11602909"
"21743003550456","6","m","p11603963"
"21743003926722","0","r","p11606393"
"21743003937935","6","l","p11607646"
"21743005445754","4","g","p11608511"
"21743005196399","0","r","p11608638"
"21743004650784","4","g","p11609734"
"21743003473501","2","a","p1161108x"
"21743003167160","0","c","p11612277"
"21743003555935","0","c","p11612319"
"21743004031498","2","m","p11612447"
"21743004816328","0","r","p1161352x"
"21743003486180","0","r","p11613580"
"21743004034377","0","c","p11616039"
"21743005388285","0","c","p11616799"
"21743003938420","6","l","p11617408"
"21743003976735","1","r","p11618188"
"21743004904504","4","g","p11619053"
"21743003317245","0","m","p11619454"
"21743001541598","0","r","p11620493"
"21743003517414","8","n","p11622350"
"21743005049770","2","m","p11623081"
"21743003922432","0","r","p11624930"
"21743003262755","0","m","p11625235"
"21743003473394","2","a","p11626100"
"21743004833554","0","r","p11626732"
"21743003472974","2","m","p11627748"
"21743003567526","2","m","p11628443"
"21743005042262","0","c","p11632537"
"21743004023578","3","r","p11635903"
"21743004103941","2","m","p11636063"
"21743003516770","8","n","p11636919"
"21743004519823","8","n","p11637602"
"21743003472057","2","a","p11637821"
"21743003567013","0","m","p11638576"
"21743004615605","2","a","p11639908"
"21743004061263","2","drive","p11640376"
"21743004044582","0","r","p11640881"
"21743004054615","2","r","p11641502"
"21743004676763","0","m","p11642087"
"21743003689270","2","r","p11646500"
"21743004956173","2","m","p11648880"
"21743003928777","0","c","p11649446"
"21743003954757","0","drive","p11649549"
"21743005226907","2","m","p11651301"
"21743003930286","8","c","p11652184"
"21743004054706","0","r","p11654144"
"21743003352424","0","c","p11654193"
"21743004083861","0","a","p11655148"
"21743003536992","8","n","p1165899x"
"21743003695186","0","m","p11661677"
"21743005602560","2","r","p11661914"
"21743005006929","2","m","p11662529"
"21743003956158","0","r","p11662840"
"21743003956067","0","r","p11663947"
"21743003928959","0","c","p1166471x"
"21743003933256","0","r","p11665324"
"21743003675626","0","r","p11665634"
"21743003979283","2","m","p11667278"
"21743004031761","0","r","p1166809x"
"21743003471257","0","a","p11669664"
"21743005597364","2","r","p11670927"
"21743004658035","6","l","p11672316"
"21743005447651","2","m","p11673692"
"21743003957701","2","m","p11674039"
"21743005695135","6","l","p11674088"
"21743005119748","0","r","p1167488x"
"21743003825841","2","m","p11676966"
"21743003293800","0","r","p11677752"
"21743003692027","0","m","p11679232"
"21743004785267","4","g","p11679414"
"21743004609988","2","m","p11681809"
"21743003700705","6","l","p11682930"
"21743003353232","2","a","p11683752"
"21743005210711","0","c","p11687186"
"21743004945176","2","m","p11687964"
"21743003677168","4","r","p11688567"
"21743003295409","4","r","p11689286"
"21743003716610","0","r","p11691517"
"21743003723012","0","m","p11692297"
"21743003981461","2","r","p11695547"
"21743003353547","6","a","p11698858"
"21743003962891","0","r","p11698901"
"21743003720687","0","m","p11700452"
"21743003688025","4","r","p11703374"
"21743003297827","0","r","p11704469"
"21743005660543","2","m","p11705048"
"21743005198296","0","m","p11706077"
"21743004034880","0","m","p11706752"
"21743005160734","2","m","p11709224"
"21743004902367","0","m","p11712399"
"21743003713690","2","a","p11712922"
"21743003832946","2","m","p11716721"
"21743005060744","0","c","p11718286"
"21743003299955","0","r","p11720992"
"21743003730637","2","m","p11723890"
"21743005538376","0","m","p11724456"
"21743003731999","2","m","p11725369"
"21743004712253","0","x","p11725394"
"21743003301330","0","r","p11726702"
"21743003967296","0","r","p1172707x"
"21743003740859","6","l","p11733378"
"21743005455944","0","c","p11734061"
"21743004806147","2","m","p11734553"
"21743003853322","0","m","p11735302"
"21743004009023","4","g","p11737141"
"21743005217500","10","m","p1173792x"
"21743003730140","0","m","p11739514"
"21743003301231","0","r","p11739988"
"21743003958725","2","c","p11741272"
"21743003340486","6","l","p11741715"
"21743005133988","0","r","p11741971"
"21743003970316","1","r","p11742148"
"21743003300910","0","r","p1174277x"
"21743005271952","0","m","p11742872"
"21743003301538","6","r","p11743359"
"21743004016887","6","l","p11744017"
"21743005244439","1","m","p11744868"
"21743003970605","0","r","p11745496"
"21743005456553","1","c","p11746865"
"21743005008016","1","r","p11749908"
"21743004527768","0","c","p11750339"
"21743001585017","0","m","p11750728"
"21743005661251","2","m","p11750960"
"21743003960630","0","m","p11760473"
"21743003770849","0","m","p11760497"
"21743005662283","0","c","p1176076x"
"21743004003869","4","r","p11761489"
"21743004029997","0","r","p11762159"
"21743003959038","0","c","p11762421"
"21743004075966","2","m","p11763747"
"21743003718251","2","a","p11766451"
"21743003771433","0","m","p11768034"
"21743005577473","2","m","p11768514"
"21743003796380","6","l","p1177129x"
"21743003768504","0","r","p11771355"
"21743004607875","0","m","p11773765"
"21743003714029","2","a","p11775063"
"21743004928834","0","r","p11777485"
"21743003641040","0","m","p11779846"
"21743004610812","0","a","p11779858"
"21743003860368","2","m","p11781014"
"21743002934313","0","c","p11781221"
"21743003680394","0","c","p11782973"
"21743003994100","12","c","p11784908"
"21743003759917","0","m","p11785160"
"21743005520721","2","m","p1178586x"
"21743005573126","2","m","p11789104"
"21743003784717","0","r","p11789190"
"21743003862414","2","m","p11789451"
"21743003785425","0","r","p11790222"
"21743004522819","2","a","p11791020"
"21743005372719","2","m","p11791652"
"21743003862505","0","m","p11792085"
"21743003707973","5","g","p11793284"
"21743003978046","0","m","p11793442"
"21743003252939","0","g","p11793806"
"21743003682960","0","c","p11795402"
"21743003805637","0","a","p11795943"
"21743003754157","8","n","p11796327"
"21743003262086","2","m","p11796480"
"21743003805512","2","a","p11796765"
"21743003862331","0","m","p11799377"
"21743005444161","0","r","p11802029"
"21743004592382","2","a","p11802583"
"21743003639622","2","r","p11803897"
"21743004080313","4","g","p11804403"
"21743003708682","4","g","p11804865"
"21743003869872","2","r","p1180497x"
"21743003641396","19","r","p11807829"
"21743005526975","0","c","p11807908"
"21743004800280","0","r","p11808767"
"21743003869393","0","r","p11810397"
"21743005157904","4","g","p11811122"
"21743005004213","0","c","p11811493"
"21743004653408","6","m","p1181200x"
"21743003627130","2","m","p1181293x"
"21743001658830","0","r","p11814482"
"21743003709425","4","g","p1181455x"
"21743003870912","0","r","p11814755"
"21743005242367","2","a","p11815218"
"21743005198221","0","r","p11815322"
"21743003986908","5","g","p11821097"
"21743003637402","0","r","p11822302"
"21743003633211","1","r","p11824244"
"21743003979259","0","r","p11824323"
"21743003632445","0","r","p11824682"
"21743003172285","0","c","p11825868"
"21743004004685","2","m","p11826812"
"21743003652021","4","r","p11827634"
"21743003773793","6","l","p1182783x"
"21743003871985","4","r","p11829217"
"21743003344926","6","l","p11829813"
"21743003901550","0","m","p11830852"
"21743003342789","6","l","p11833889"
"21743003633468","0","r","p11834900"
"21743003873817","0","c","p11835163"
"21743003873213","0","r","p11836258"
"21743003815776","0","r","p11837093"
"21743003649654","6","m","p11838000"
"21743003794740","0","c","p11838917"
"21743003674165","0","m","p11839314"
"21743003783552","0","r","p11840547"
"21743004090635","3","a","p11840778"
"21743003782422","0","r","p11841138"
"21743005007778","3","m","p11842180"
"21743003265337","2","m","p11844942"
"21743003999893","0","a","p11847013"
"21743004088431","0","r","p11847888"
"21743004011292","0","m","p11848431"
"21743005368725","5","g","p11849988"
"21743004010583","0","m","p11850152"
"21743003985728","2","m","p11851314"
"21743004090932","0","m","p11851545"
"21743004043030","1","r","p11852884"
"21743004079943","5","g","p11853049"
"21743004081725","5","g","p11854157"
"21743004682589","0","c","p11855368"
"21743004016689","6","l","p11855794"
"21743004020913","8","n","p11856178"
"21743004054847","2","r","p11857328"
"21743005014964","1","c","p11858199"
"21743004014742","0","r","p11860509"
"21743004596664","4","g","p11860856"
"21743004025698","0","m","p11863663"
"21743004029898","10","r","p11867000"
"21743005352380","4","r","p11868302"
"21743004680120","0","r","p1186834x"
"21743003977311","0","drive","p11870114"
"21743004598017","0","r","p11872160"
"21743004589503","0","a","p11872615"
"21743004549192","8","n","p11876864"
"21743004950416","1","r","p11876888"
"21743004697603","0","r","p11877017"
"21743004029104","0","r","p11877194"
"21743004537387","0","r","p1187806x"
"21743005721113","2","m","p11878149"
"21743004537569","0","r","p11879324"
"21743004060653","0","r","p11880156"
"21743004575031","0","m","p11881951"
"21743004061958","0","m","p11881963"
"21743004574760","0","m","p11882177"
"21743004574356","0","c","p11883315"
"21743004574562","0","m","p11884435"
"21743004572756","0","m","p11885488"
"21743004539110","2","r","p11886341"
"21743004563342","0","m","p11886390"
"21743004086856","0","c","p11887096"
"21743004046140","0","c","p11887102"
"21743004532776","0","c","p11887187"
"21743004027967","0","r","p11887370"
"21743005035175","2","m","p11887904"
"21743004591608","0","a","p11888003"
"21743003647013","6","l","p11888180"
"21743004539359","0","r","p11888519"
"21743004824371","0","r","p11888647"
"21743004817151","2","m","p11889810"
"21743004108023","4","g","p11890125"
"21743004539458","2","r","p11890411"
"21743004538385","0","r","p11893643"
"21743003265162","0","m","p11893655"
"21743005034871","10","r","p11893849"
"21743005526397","0","c","p11894404"
"21743004072336","0","r","p1189586x"
"21743004062543","0","m","p11896930"
"21743004058178","10","r","p11898069"
"21743004928339","6","l","p11898173"
"21743004514006","0","r","p11899864"
"21743004578845","0","r","p11899876"
"21743004048542","0","c","p1190138x"
"21743005076294","0","r","p11901937"
"21743004566238","0","m","p11901974"
"21743004514030","0","r","p11902024"
"21743004568671","0","m","p11902152"
"21743004066486","3","m","p11903284"
"21743004059234","4","drive","p11905396"
"21743004500195","2","m","p11905876"
"21743004676052","0","s","p1190589x"
"21743004984100","0","r","p11907290"
"21743004501268","2","m","p11908142"
"21743004503025","2","a","p1190849x"
"21743004543732","2","a","p11908555"
"21743005458872","0","c","p11910148"
"21743004071361","10","r","p11912340"
"21743004515722","2","r","p1191435x"
"21743005346218","2","m","p11914488"
"21743004500294","2","m","p11914543"
"21743004500377","8","m","p11914555"
"21743004085031","2","a","p1191676x"
"21743003642279","7","l","p11919127"
"21743004576252","5","g","p11919243"
"21743004576112","0","r","p11920439"
"21743004048773","0","c","p11920579"
"21743004501342","0","m","p11920762"
"21743004713509","0","r","p11921250"
"21743004562476","0","m","p11923180"
"21743004570123","8","c","p11923696"
"21743004048849","0","c","p11923957"
"21743004576591","19","r","p11925693"
"21743003641644","6","l","p11926405"
"21743004577292","0","r","p11926624"
"21743004514899","0","r","p11926892"
"21743004575924","1","r","p1192696x"
"21743004561395","0","m","p11927082"
"21743004936019","2","m","p11929157"
"21743005327085","0","s","p11929467"
"21743004518825","0","c","p11930019"
"21743004581872","4","g","p11930160"
"21743004519310","0","r","p11931280"
"21743004544094","0","a","p11931309"
"21743004505087","6","m","p11932041"
"21743004560884","2","m","p11932193"
"21743004519351","0","r","p11932909"
"21743004601969","0","r","p11933136"
"21743004561411","12","r","p11933173"
"21743004107157","4","g","p11934864"
"21743004640025","0","r","p1193556x"
"21743004600946","10","r","p11937828"
"21743004092755","4","r","p11938195"
"21743004600730","0","r","p11938560"
"21743004517033","0","r","p11939242"
"21743005381645","0","r","p11939515"
"21743004987616","3","m","p11940633"
"21743004691432","6","l","p11940852"
"21743005287487","2","m","p11941030"
"21743004064499","2","m","p11941650"
"21743004754859","0","m","p11942034"
"21743004532107","0","c","p11942770"
"21743004585931","0","a","p11943002"
"21743005482146","0","c","p11944031"
"21743004994299","0","c","p11944043"
"21743004588869","2","a","p11945503"
"21743004599460","0","r","p11946830"
"21743003646395","6","l","p11947408"
"21743004949368","0","r","p1194898x"
"21743004599627","0","r","p11949053"
"21743004981981","0","r","p11949089"
"21743004503165","2","m","p11949636"
"21743004518890","0","r","p11949740"
"21743004516563","0","r","p11950213"
"21743005342027","0","c","p11951461"
"21743004587325","2","a","p11951989"
"21743005149992","0","r","p11952799"
"21743004712246","8","r","p11953780"
"21743004096327","6","l","p11957190"
"21743004086005","0","c","p11958121"
"21743004511010","0","c","p11958686"
"21743004050225","1","c","p11959915"
"21743004647632","9","n","p11959952"
"21743004520755","2","m","p11960516"
"21743004711396","0","r","p11960668"
"21743004751772","3","m","p11961387"
"21743004524054","0","r","p11964182"
"21743004583779","6","l","p11965629"
"21743004751046","0","m","p11967791"
"21743005033998","0","a","p11968722"
"21743004512174","0","c","p11968953"
"21743004758991","19","r","p11971289"
"21743005319280","1","n","p11973274"
"21743005285424","4","g","p11973511"
"21743004698593","2","m","p11975453"
"21743005193016","6","a","p11975830"
"21743004641247","0","r","p11976160"
"21743005587902","0","m","p11976950"
"21743004690533","2","m","p11979227"
"21743004763629","0","r","p11980369"
"21743004654042","2","m","p11982020"
"21743005330477","0","r","p11983619"
"21743005057369","0","c","p11985987"
"21743005491352","2","r","p11986293"
"21743004747671","0","m","p11986712"
"21743004697330","0","r","p11987248"
"21743004762092","19","r","p11987820"
"21743004512489","0","c","p11987868"
"21743004654323","2","m","p11988824"
"21743004750022","2","m","p11989506"
"21743004086682","0","c","p11990235"
"21743004699252","6","m","p11990326"
"21743005086855","1","s","p11991562"
"21743004762134","0","drive","p11992220"
"21743004698049","0","m","p11992694"
"21743005212196","0","c","p11994034"
"21743004689683","0","c","p11995427"
"21743004679593","2","a","p11995567"
"21743004654240","2","m","p11996018"
"21743004510046","0","c","p11996560"
"21743005048749","2","a","p11997412"
"21743004700100","2","m","p11998921"
"21743004710653","0","r","p11999093"
"21743005121603","0","m","p11999111"
"21743003779071","19","r","p11999470"
"21743004613535","6","l","p12001259"
"21743004717609","0","r","p12003785"
"21743004717930","0","m","p12004315"
"21743004507315","10","s","p1200487x"
"21743005282140","10","s","p12005150"
"21743005092317","2","m","p12006762"
"21743004932562","0","c","p12006956"
"21743004698965","2","m","p12007304"
"21743005058615","1","m","p12011769"
"21743004505228","2","m","p12012129"
"21743004688784","2","m","p12012531"
"21743004689634","0","m","p12013894"
"21743004718888","2","m","p12015283"
"21743005645130","6","l","p12015799"
"21743004653150","3","m","p12017103"
"21743005243795","1","g","p1201736x"
"21743005307046","0","m","p12017401"
"21743004737599","0","m","p12018132"
"21743004737573","10","m","p12018302"
"21743004522504","0","m","p12020333"
"21743004654760","2","m","p12020709"
"21743004716692","0","r","p12020953"
"21743004982088","0","x","p12021155"
"21743004707964","0","r","p12022895"
"21743004729851","0","r","p12024478"
"21743004651253","0","m","p12025082"
"21743004624417","0","r","p12025823"
"21743004728622","0","r","p1202708x"
"21743005609037","2","m","p12027625"
"21743004709523","2","r","p12027984"
"21743004708434","19","r","p12028320"
"21743004692588","19","l","p12028939"
"21743004734299","0","a","p12030752"
"21743005354949","4","g","p12030831"
"21743004650867","0","m","p12031902"
"21743005702154","2","m","p12032074"
"21743004706560","0","m","p12032499"
"21743005289376","0","r","p12032670"
"21743005332127","1","r","p12032876"
"21743004709978","0","r","p12033662"
"21743001097666","0","r","p12035026"
"21743004730164","0","r","p12035701"
"21743004735924","0","m","p12036067"
"21743004670667","2","m","p12036419"
"21743004112272","0","g","p12036456"
"21743004530945","0","c","p12036559"
"21743004734067","2","a","p12037874"
"21743004729042","0","r","p12039093"
"21743004512570","0","c","p12039184"
"21743003992070","4","g","p12039226"
"21743004710174","0","r","p12041695"
"21743004730750","4","r","p12042572"
"21743005576632","1","m","p12042869"
"21743005338538","2","m","p1204328x"
"21743004710398","8","r","p12044854"
"21743004765210","1","m","p12047168"
"21743004820569","2","m","p12047399"
"21743004721130","0","r","p12047533"
"21743004765202","1","c","p12047545"
"21743004111225","4","g","p12047806"
"21743004721890","0","r","p12050143"
"21743005178413","2","a","p12052449"
"21743004667788","0","r","p12053855"
"21743005246004","0","r","p12054082"
"21743004829388","0","r","p12056492"
"21743005297031","0","m","p12059729"
"21743004642054","0","a","p12059900"
"21743004669495","2","m","p12060409"
"21743004619946","2","m","p12061049"
"21743005355169","5","g","p1206113x"
"21743005197892","0","r","p12061906"
"21743005053475","15","l","p12062236"
"21743005233879","6","l","p12064579"
"21743004816682","0","r","p12064919"
"21743004624078","0","r","p12065419"
"21743004651485","2","m","p12065742"
"21743004769709","0","r","p12066114"
"21743004721239","0","drive","p12066965"
"21743004606471","1","s","p12067222"
"21743005387295","1","c","p12068056"
"21743005315908","6","l","p12070725"
"21743004817599","1","m","p12071663"
"21743004764171","2","m","p12072278"
"21743004831772","0","r","p12072357"
"21743005151550","0","m","p12072679"
"21743004593315","0","c","p12072825"
"21743004769774","1","r","p12072928"
"21743005365267","0","m","p12073362"
"21743004829602","0","r","p12073623"
"21743004766580","0","m","p1207424x"
"21743004740254","8","n","p12074263"
"21743004777611","0","m","p12074378"
"21743004779245","0","m","p12075231"
"21743004840773","0","r","p1207651x"
"21743004593364","0","c","p12077707"
"21743004779286","0","m","p12078141"
"21743004779625","1","m","p12078189"
"21743004742185","0","r","p12079789"
"21743004053229","1","c","p1207987x"
"21743004683850","0","c","p12080822"
"21743004621660","0","m","p12080895"
"21743004830774","0","r","p12081231"
"21743004620076","0","m","p12083513"
"21743004774972","2","r","p12083616"
"21743004775052","0","r","p1208461x"
"21743004775128","0","drive","p12084803"
"21743004774071","0","r","p12085297"
"21743004620456","2","m","p12087312"
"21743005385240","4","r","p12088535"
"21743004802518","1","m","p12090220"
"21743004832846","0","s","p12090268"
"21743004678249","2","a","p12090335"
"2 1743004819348","2","c","p12091017"
"21743004830196","0","r","p12092435"
"21743004830857","2","r","p12093129"
"21743004831244","0","r","p12093476"
"21743003665502","6","l","p12093877"
"21743004773537","0","r","p12094912"
"21743004819454","2","m","p1209612x"
"21743004820270","0","m","p12096507"
"21743004592788","0","c","p12096684"
"21743004738001","8","n","p12097111"
"21743004844874","0","r","p12097640"
"21743004622494","0","r","p12098176"
"21743004783718","0","r","p12098395"
"21743005451398","1","c","p12098887"
"21743004800942","0","m","p12100626"
"21743004831889","0","r","p12100900"
"21743004801387","0","m","p1210145x"
"21743004795654","3","a","p12101837"
"21743004844718","0","r","p12102908"
"21743005170519","0","m","p12103561"
"21743004801478","1","m","p12104255"
"21743004780235","0","r","p12106999"
"21743004795878","2","a","p12107207"
"21743004796165","0","a","p12108844"
"21743004731923","0","m","p12109575"
"21743004781258","0","drive","p12109988"
"21743004843843","0","r","p12110449"
"21743004663076","8","n","p12110565"
"21743004792560","0","m","p1211067x"
